topology,propagation_rule,policy,evaluation_threshold,patience_steps,n,success_rate,mean_peak_goal_activation,mean_useful_dwell_steps,mean_switch_count,variable_dwell_seed_fraction
path,source_normalized,adaptation_only,0.0005,7,150,1.0000,0.49705879,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.0005,10,150,1.0000,0.50215299,38.800,10.000,0.0000
path,source_normalized,adaptation_only,0.0005,15,150,1.0000,0.51694135,36.640,7.000,0.0000
path,source_normalized,adaptation_only,0.0005,20,150,1.0000,0.60576209,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.0005,30,150,1.0000,0.63062893,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.0005,40,150,1.0000,0.77933574,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.0005,60,150,0.9467,0.64947216,34.800,1.000,0.0000
path,source_normalized,adaptation_only,0.001,1,150,1.0000,0.44689721,40.000,119.000,0.0000
path,source_normalized,adaptation_only,0.001,2,150,1.0000,0.45335777,40.000,59.000,0.0000
path,source_normalized,adaptation_only,0.001,3,150,1.0000,0.45496360,39.000,39.000,0.0000
path,source_normalized,adaptation_only,0.001,4,150,1.0000,0.46502619,40.000,29.000,0.0000
path,source_normalized,adaptation_only,0.001,5,150,1.0000,0.47028949,40.000,23.000,0.0000
path,source_normalized,adaptation_only,0.001,7,150,1.0000,0.48573249,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.001,10,150,1.0000,0.48757910,38.733,10.000,0.0000
path,source_normalized,adaptation_only,0.001,15,150,1.0000,0.49684146,36.587,7.000,0.0000
path,source_normalized,adaptation_only,0.001,20,150,1.0000,0.58550119,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.001,30,150,1.0000,0.61255094,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.001,40,150,1.0000,0.76183111,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.001,60,150,0.9133,0.63095349,34.400,1.000,0.0000
path,source_normalized,adaptation_only,0.002,1,150,1.0000,0.44741990,40.000,119.000,0.0000
path,source_normalized,adaptation_only,0.002,2,150,1.0000,0.45446026,40.000,59.000,0.0000
path,source_normalized,adaptation_only,0.002,3,150,1.0000,0.45708860,39.000,39.000,0.0000
path,source_normalized,adaptation_only,0.002,4,150,1.0000,0.46742100,40.000,29.000,0.0000
path,source_normalized,adaptation_only,0.002,5,150,1.0000,0.47341531,40.000,23.000,0.0000
path,source_normalized,adaptation_only,0.002,7,150,1.0000,0.49127896,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.002,10,150,1.0000,0.49448453,38.000,10.000,0.0000
path,source_normalized,adaptation_only,0.002,15,150,1.0000,0.51059200,36.000,7.000,0.0000
path,source_normalized,adaptation_only,0.002,20,150,1.0000,0.59723776,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.002,30,150,1.0000,0.62832275,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.002,40,150,1.0000,0.77587930,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.002,60,150,0.8733,0.56816553,30.000,1.000,0.0000
path,source_normalized,adaptation_only,0.005,1,150,1.0000,0.44775220,40.000,119.000,0.0000
path,source_normalized,adaptation_only,0.005,2,150,1.0000,0.45515870,40.000,59.000,0.0000
path,source_normalized,adaptation_only,0.005,3,150,1.0000,0.45815373,39.000,39.000,0.0000
path,source_normalized,adaptation_only,0.005,4,150,1.0000,0.46908039,40.000,29.000,0.0000
path,source_normalized,adaptation_only,0.005,5,150,1.0000,0.47567641,40.000,23.000,0.0000
path,source_normalized,adaptation_only,0.005,7,150,1.0000,0.49527694,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.005,10,150,1.0000,0.49656867,37.200,10.000,0.0000
path,source_normalized,adaptation_only,0.005,15,150,1.0000,0.51958416,35.360,7.000,0.0000
path,source_normalized,adaptation_only,0.005,20,150,1.0000,0.60541814,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.005,30,150,1.0000,0.64232232,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.005,40,150,1.0000,0.78841620,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.005,60,150,0.9000,0.51669908,25.200,1.000,0.0000
path,source_normalized,adaptation_only,0.01,1,150,1.0000,0.44672760,40.000,119.000,0.0000
path,source_normalized,adaptation_only,0.01,2,150,1.0000,0.45297063,40.000,59.000,0.0000
path,source_normalized,adaptation_only,0.01,3,150,1.0000,0.45459969,39.000,39.000,0.0000
path,source_normalized,adaptation_only,0.01,4,150,1.0000,0.46412987,40.000,29.000,0.0000
path,source_normalized,adaptation_only,0.01,5,150,1.0000,0.46916470,40.000,23.000,0.0000
path,source_normalized,adaptation_only,0.01,7,150,1.0000,0.48444997,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.01,10,150,1.0000,0.48605970,38.000,10.000,0.0000
path,source_normalized,adaptation_only,0.01,15,150,1.0000,0.49924094,36.000,7.000,0.0000
path,source_normalized,adaptation_only,0.01,20,150,1.0000,0.58594480,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.01,30,150,1.0000,0.61838290,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.01,40,150,1.0000,0.76543203,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.01,60,150,0.9267,0.57847450,30.000,1.000,0.0000
path,source_normalized,adaptation_only,0.02,1,150,1.0000,0.44716696,40.000,119.000,0.0000
path,source_normalized,adaptation_only,0.02,2,150,1.0000,0.45396539,40.000,59.000,0.0000
path,source_normalized,adaptation_only,0.02,3,150,1.0000,0.45610592,39.000,39.000,0.0000
path,source_normalized,adaptation_only,0.02,4,150,1.0000,0.46642183,40.000,29.000,0.0000
path,source_normalized,adaptation_only,0.02,5,150,1.0000,0.47217085,40.000,23.000,0.0000
path,source_normalized,adaptation_only,0.02,7,150,1.0000,0.48908056,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.02,10,150,1.0000,0.49246847,38.200,10.000,0.0000
path,source_normalized,adaptation_only,0.02,15,150,1.0000,0.50583000,36.160,7.000,0.0000
path,source_normalized,adaptation_only,0.02,20,150,1.0000,0.59219386,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.02,30,150,1.0000,0.62113506,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.02,40,150,1.0000,0.76918142,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.02,60,150,0.8933,0.59185176,31.200,1.000,0.0000
path,source_normalized,adaptation_only,0.04,1,150,1.0000,0.44720533,40.000,119.000,0.0000
path,source_normalized,adaptation_only,0.04,2,150,1.0000,0.45411951,40.000,59.000,0.0000
path,source_normalized,adaptation_only,0.04,3,150,1.0000,0.45672751,39.000,39.000,0.0000
path,source_normalized,adaptation_only,0.04,4,150,1.0000,0.46717399,40.000,29.000,0.0000
path,source_normalized,adaptation_only,0.04,5,150,1.0000,0.47346143,40.000,23.000,0.0000
path,source_normalized,adaptation_only,0.04,7,150,1.0000,0.49268817,40.000,14.000,0.0000
path,source_normalized,adaptation_only,0.04,10,150,1.0000,0.49732223,38.267,10.000,0.0000
path,source_normalized,adaptation_only,0.04,15,150,1.0000,0.51127178,36.213,7.000,0.0000
path,source_normalized,adaptation_only,0.04,20,150,1.0000,0.59855697,40.000,5.000,0.0000
path,source_normalized,adaptation_only,0.04,30,150,1.0000,0.62497678,31.000,3.000,0.0000
path,source_normalized,adaptation_only,0.04,40,150,1.0000,0.77322547,40.000,2.000,0.0000
path,source_normalized,adaptation_only,0.04,60,150,0.9200,0.60846060,31.600,1.000,0.0000
path,source_normalized,progress_coupled,0.0005,1,150,1.0000,1.03444556,98.627,8.680,0.5467
path,source_normalized,progress_coupled,0.0005,2,150,1.0000,1.15279225,116.753,1.420,0.1267
path,source_normalized,progress_coupled,0.0005,3,150,1.0000,1.15085136,114.967,1.420,0.1267
path,source_normalized,progress_coupled,0.0005,4,150,1.0000,1.14873203,113.367,1.420,0.1267
path,source_normalized,progress_coupled,0.0005,5,150,1.0000,1.14623618,111.767,1.420,0.1733
path,source_normalized,progress_coupled,0.0005,7,150,1.0000,1.13610658,106.667,1.420,0.2333
path,source_normalized,progress_coupled,0.0005,10,150,1.0000,1.12444046,101.933,1.420,0.2333
path,source_normalized,progress_coupled,0.0005,15,150,1.0000,1.10228330,94.520,1.420,0.2400
path,source_normalized,progress_coupled,0.0005,20,150,1.0000,1.07991410,88.293,1.420,0.3267
path,source_normalized,progress_coupled,0.0005,30,150,1.0000,0.99964967,71.620,1.420,0.3600
path,source_normalized,progress_coupled,0.0005,40,150,1.0000,0.90687131,58.493,1.420,0.3667
path,source_normalized,progress_coupled,0.0005,60,150,0.9467,0.64947216,34.800,1.000,0.0000
path,source_normalized,progress_coupled,0.001,1,150,1.0000,1.03800770,99.673,8.240,0.5467
path,source_normalized,progress_coupled,0.001,2,150,1.0000,1.15281400,116.820,1.427,0.1000
path,source_normalized,progress_coupled,0.001,3,150,1.0000,1.15089198,115.087,1.427,0.1000
path,source_normalized,progress_coupled,0.001,4,150,1.0000,1.14878501,113.527,1.427,0.1000
path,source_normalized,progress_coupled,0.001,5,150,1.0000,1.14626068,111.933,1.427,0.1600
path,source_normalized,progress_coupled,0.001,7,150,1.0000,1.13591707,106.853,1.427,0.2400
path,source_normalized,progress_coupled,0.001,10,150,1.0000,1.12361019,102.040,1.427,0.2400
path,source_normalized,progress_coupled,0.001,15,150,1.0000,1.09992450,94.467,1.427,0.2600
path,source_normalized,progress_coupled,0.001,20,150,1.0000,1.07708968,88.387,1.427,0.3000
path,source_normalized,progress_coupled,0.001,30,150,1.0000,0.99430307,71.773,1.427,0.3267
path,source_normalized,progress_coupled,0.001,40,150,1.0000,0.89610751,58.413,1.427,0.3600
path,source_normalized,progress_coupled,0.001,60,150,0.9133,0.63095349,34.400,1.000,0.0000
path,source_normalized,progress_coupled,0.002,1,150,1.0000,1.04796672,100.467,9.200,0.7733
path,source_normalized,progress_coupled,0.002,2,150,1.0000,1.15288719,116.827,1.500,0.1067
path,source_normalized,progress_coupled,0.002,3,150,1.0000,1.15076529,114.947,1.500,0.1067
path,source_normalized,progress_coupled,0.002,4,150,1.0000,1.14834625,113.227,1.500,0.1067
path,source_normalized,progress_coupled,0.002,5,150,1.0000,1.14567180,111.567,1.500,0.1600
path,source_normalized,progress_coupled,0.002,7,150,1.0000,1.13477144,106.367,1.500,0.2400
path,source_normalized,progress_coupled,0.002,10,150,1.0000,1.12115524,101.173,1.500,0.2533
path,source_normalized,progress_coupled,0.002,15,150,1.0000,1.09585639,93.207,1.500,0.2600
path,source_normalized,progress_coupled,0.002,20,150,1.0000,1.07028322,86.547,1.500,0.3400
path,source_normalized,progress_coupled,0.002,30,150,1.0000,0.98043768,69.007,1.500,0.3733
path,source_normalized,progress_coupled,0.002,40,150,1.0000,0.87221536,54.933,1.500,0.3867
path,source_normalized,progress_coupled,0.002,60,150,0.8733,0.56816553,30.000,1.000,0.0000
path,source_normalized,progress_coupled,0.005,1,150,1.0000,0.99432833,92.347,14.427,0.9933
path,source_normalized,progress_coupled,0.005,2,150,1.0000,1.14376410,113.833,2.667,0.4600
path,source_normalized,progress_coupled,0.005,3,150,1.0000,1.15086916,114.833,1.580,0.1333
path,source_normalized,progress_coupled,0.005,4,150,1.0000,1.14800505,112.867,1.580,0.1333
path,source_normalized,progress_coupled,0.005,5,150,1.0000,1.14496083,111.027,1.580,0.2267
path,source_normalized,progress_coupled,0.005,7,150,1.0000,1.13426281,105.780,1.580,0.2800
path,source_normalized,progress_coupled,0.005,10,150,1.0000,1.11904500,99.933,1.580,0.3133
path,source_normalized,progress_coupled,0.005,15,150,1.0000,1.09163121,91.307,1.580,0.3133
path,source_normalized,progress_coupled,0.005,20,150,1.0000,1.06455916,84.200,1.580,0.3933
path,source_normalized,progress_coupled,0.005,30,150,1.0000,0.97159489,65.800,1.580,0.4533
path,source_normalized,progress_coupled,0.005,40,150,1.0000,0.85582328,50.660,1.580,0.4867
path,source_normalized,progress_coupled,0.005,60,150,0.9000,0.51669908,25.200,1.000,0.0000
path,source_normalized,progress_coupled,0.01,1,150,1.0000,0.78996870,77.907,32.047,1.0000
path,source_normalized,progress_coupled,0.01,2,150,1.0000,1.12951682,109.873,4.493,0.9000
path,source_normalized,progress_coupled,0.01,3,150,1.0000,1.15146661,115.333,1.500,0.1133
path,source_normalized,progress_coupled,0.01,4,150,1.0000,1.14911228,113.560,1.500,0.1133
path,source_normalized,progress_coupled,0.01,5,150,1.0000,1.14620817,111.760,1.500,0.1867
path,source_normalized,progress_coupled,0.01,7,150,1.0000,1.13655372,106.940,1.500,0.2067
path,source_normalized,progress_coupled,0.01,10,150,1.0000,1.12266659,101.580,1.500,0.2867
path,source_normalized,progress_coupled,0.01,15,150,1.0000,1.09522931,93.100,1.500,0.2867
path,source_normalized,progress_coupled,0.01,20,150,1.0000,1.06828482,86.280,1.500,0.3800
path,source_normalized,progress_coupled,0.01,30,150,1.0000,0.97894723,68.947,1.500,0.4133
path,source_normalized,progress_coupled,0.01,40,150,1.0000,0.86762860,54.620,1.500,0.4333
path,source_normalized,progress_coupled,0.01,60,150,0.9267,0.57847450,30.000,1.000,0.0000
path,source_normalized,progress_coupled,0.02,1,150,1.0000,0.52222283,56.140,62.633,1.0000
path,source_normalized,progress_coupled,0.02,2,150,1.0000,0.86925234,84.947,15.880,1.0000
path,source_normalized,progress_coupled,0.02,3,150,1.0000,1.13347125,109.627,3.713,0.8867
path,source_normalized,progress_coupled,0.02,4,150,1.0000,1.14924727,113.787,1.480,0.1267
path,source_normalized,progress_coupled,0.02,5,150,1.0000,1.14639015,112.060,1.480,0.1800
path,source_normalized,progress_coupled,0.02,7,150,1.0000,1.13668000,107.313,1.480,0.1267
path,source_normalized,progress_coupled,0.02,10,150,1.0000,1.12406001,102.313,1.480,0.2533
path,source_normalized,progress_coupled,0.02,15,150,1.0000,1.09758858,93.987,1.480,0.2600
path,source_normalized,progress_coupled,0.02,20,150,1.0000,1.07146152,87.273,1.480,0.3333
path,source_normalized,progress_coupled,0.02,30,150,1.0000,0.98645924,70.333,1.480,0.3467
path,source_normalized,progress_coupled,0.02,40,150,1.0000,0.88251846,56.320,1.480,0.3867
path,source_normalized,progress_coupled,0.02,60,150,0.8933,0.59185176,31.200,1.000,0.0000
path,source_normalized,progress_coupled,0.04,1,150,1.0000,0.47915746,47.640,77.307,1.0000
path,source_normalized,progress_coupled,0.04,2,150,1.0000,0.53269112,56.893,33.653,1.0000
path,source_normalized,progress_coupled,0.04,3,150,1.0000,0.79015597,78.673,14.473,1.0000
path,source_normalized,progress_coupled,0.04,4,150,1.0000,1.02611253,97.973,6.453,1.0000
path,source_normalized,progress_coupled,0.04,5,150,1.0000,1.12778552,105.533,3.213,0.9933
path,source_normalized,progress_coupled,0.04,7,150,1.0000,1.13762612,107.527,1.473,0.1467
path,source_normalized,progress_coupled,0.04,10,150,1.0000,1.12551138,102.640,1.473,0.2267
path,source_normalized,progress_coupled,0.04,15,150,1.0000,1.09967144,94.353,1.473,0.2800
path,source_normalized,progress_coupled,0.04,20,150,1.0000,1.07379574,87.607,1.473,0.3267
path,source_normalized,progress_coupled,0.04,30,150,1.0000,0.99108606,70.747,1.473,0.3600
path,source_normalized,progress_coupled,0.04,40,150,1.0000,0.88941240,56.593,1.473,0.3933
path,source_normalized,progress_coupled,0.04,60,150,0.9200,0.60846060,31.600,1.000,0.0000
path,source_normalized,timing_replay,0.0005,1,150,0.4800,0.32273792,31.060,8.680,0.5467
path,source_normalized,timing_replay,0.0005,2,150,0.4000,0.40010549,41.420,1.420,0.1267
path,source_normalized,timing_replay,0.0005,3,150,0.5067,0.40376607,41.400,1.420,0.1267
path,source_normalized,timing_replay,0.0005,4,150,0.5667,0.40788809,41.307,1.420,0.1267
path,source_normalized,timing_replay,0.0005,5,150,0.6933,0.41277270,41.193,1.420,0.1733
path,source_normalized,timing_replay,0.0005,7,150,0.7333,0.43365198,40.920,1.420,0.2333
path,source_normalized,timing_replay,0.0005,10,150,0.7467,0.45586244,40.607,1.420,0.2333
path,source_normalized,timing_replay,0.0005,15,150,0.8133,0.48977574,39.927,1.420,0.2400
path,source_normalized,timing_replay,0.0005,20,150,0.8200,0.52079552,39.680,1.420,0.3267
path,source_normalized,timing_replay,0.0005,30,150,0.8733,0.58365887,38.633,1.420,0.3600
path,source_normalized,timing_replay,0.0005,40,150,0.8800,0.61046128,37.267,1.420,0.3667
path,source_normalized,timing_replay,0.0005,60,150,0.9133,0.60207592,32.000,1.000,0.0000
path,source_normalized,timing_replay,0.001,1,150,0.5333,0.41155434,40.140,8.240,0.5467
path,source_normalized,timing_replay,0.001,2,150,0.4733,0.48572305,49.760,1.427,0.1000
path,source_normalized,timing_replay,0.001,3,150,0.5200,0.48813450,49.447,1.427,0.1000
path,source_normalized,timing_replay,0.001,4,150,0.6000,0.49079771,49.080,1.427,0.1000
path,source_normalized,timing_replay,0.001,5,150,0.6933,0.49417271,48.700,1.427,0.1600
path,source_normalized,timing_replay,0.001,7,150,0.7600,0.50771387,47.460,1.427,0.2400
path,source_normalized,timing_replay,0.001,10,150,0.7667,0.52343267,46.327,1.427,0.2400
path,source_normalized,timing_replay,0.001,15,150,0.8267,0.54754649,44.453,1.427,0.2600
path,source_normalized,timing_replay,0.001,20,150,0.8467,0.56538879,42.980,1.427,0.3000
path,source_normalized,timing_replay,0.001,30,150,0.8933,0.59874586,38.973,1.427,0.3267
path,source_normalized,timing_replay,0.001,40,150,0.9133,0.60552885,35.787,1.427,0.3600
path,source_normalized,timing_replay,0.001,60,150,0.9067,0.55907452,28.000,1.000,0.0000
path,source_normalized,timing_replay,0.002,1,150,0.5067,0.33628246,32.873,9.200,0.7733
path,source_normalized,timing_replay,0.002,2,150,0.4533,0.49611324,50.413,1.500,0.1067
path,source_normalized,timing_replay,0.002,3,150,0.5467,0.49829950,50.053,1.500,0.1067
path,source_normalized,timing_replay,0.002,4,150,0.6133,0.50118663,49.653,1.500,0.1067
path,source_normalized,timing_replay,0.002,5,150,0.6933,0.50452873,49.260,1.500,0.1600
path,source_normalized,timing_replay,0.002,7,150,0.7467,0.51770753,47.920,1.500,0.2400
path,source_normalized,timing_replay,0.002,10,150,0.7733,0.53471983,46.740,1.500,0.2533
path,source_normalized,timing_replay,0.002,15,150,0.8533,0.55916738,44.780,1.500,0.2600
path,source_normalized,timing_replay,0.002,20,150,0.8733,0.57821043,43.200,1.500,0.3400
path,source_normalized,timing_replay,0.002,30,150,0.9133,0.60865411,38.773,1.500,0.3733
path,source_normalized,timing_replay,0.002,40,150,0.9400,0.60748271,35.000,1.500,0.3867
path,source_normalized,timing_replay,0.002,60,150,0.8800,0.51935475,26.800,1.000,0.0000
path,source_normalized,timing_replay,0.005,1,150,0.6667,0.42494498,40.060,14.427,0.9933
path,source_normalized,timing_replay,0.005,2,150,0.4200,0.31045470,31.413,2.667,0.4600
path,source_normalized,timing_replay,0.005,3,150,0.4933,0.35897413,36.833,1.580,0.1333
path,source_normalized,timing_replay,0.005,4,150,0.6067,0.36529595,36.947,1.580,0.1333
path,source_normalized,timing_replay,0.005,5,150,0.7467,0.37234449,37.020,1.580,0.2267
path,source_normalized,timing_replay,0.005,7,150,0.7867,0.39689393,37.053,1.580,0.2800
path,source_normalized,timing_replay,0.005,10,150,0.8467,0.43379863,37.487,1.580,0.3133
path,source_normalized,timing_replay,0.005,15,150,0.9000,0.48475543,37.593,1.580,0.3133
path,source_normalized,timing_replay,0.005,20,150,0.9133,0.52490763,37.707,1.580,0.3933
path,source_normalized,timing_replay,0.005,30,150,0.9600,0.60484881,37.333,1.580,0.4533
path,source_normalized,timing_replay,0.005,40,150,0.9733,0.64942949,37.313,1.580,0.4867
path,source_normalized,timing_replay,0.005,60,150,0.9467,0.62236554,33.200,1.000,0.0000
path,source_normalized,timing_replay,0.01,1,150,1.0000,0.55613623,38.087,32.047,1.0000
path,source_normalized,timing_replay,0.01,2,150,0.7200,0.40180523,39.700,4.493,0.9000
path,source_normalized,timing_replay,0.01,3,150,0.4533,0.42794782,43.173,1.500,0.1133
path,source_normalized,timing_replay,0.01,4,150,0.5600,0.43173213,42.973,1.500,0.1133
path,source_normalized,timing_replay,0.01,5,150,0.6867,0.43678973,42.733,1.500,0.1867
path,source_normalized,timing_replay,0.01,7,150,0.7400,0.45221631,41.880,1.500,0.2067
path,source_normalized,timing_replay,0.01,10,150,0.7733,0.47463733,41.160,1.500,0.2867
path,source_normalized,timing_replay,0.01,15,150,0.8267,0.51039079,39.993,1.500,0.2867
path,source_normalized,timing_replay,0.01,20,150,0.8467,0.53539210,38.967,1.500,0.3800
path,source_normalized,timing_replay,0.01,30,150,0.8933,0.57627685,35.780,1.500,0.4133
path,source_normalized,timing_replay,0.01,40,150,0.9200,0.58364292,33.060,1.500,0.4333
path,source_normalized,timing_replay,0.01,60,150,0.8867,0.52642401,26.400,1.000,0.0000
path,source_normalized,timing_replay,0.02,1,150,1.0000,0.47020149,40.500,62.633,1.0000
path,source_normalized,timing_replay,0.02,2,150,1.0000,0.57980789,39.273,15.880,1.0000
path,source_normalized,timing_replay,0.02,3,150,0.8667,0.34878322,31.620,3.713,0.8867
path,source_normalized,timing_replay,0.02,4,150,0.6000,0.42513409,43.053,1.480,0.1267
path,source_normalized,timing_replay,0.02,5,150,0.6933,0.42956414,42.867,1.480,0.1800
path,source_normalized,timing_replay,0.02,7,150,0.7200,0.44551145,42.193,1.480,0.1267
path,source_normalized,timing_replay,0.02,10,150,0.7800,0.46720796,41.593,1.480,0.2533
path,source_normalized,timing_replay,0.02,15,150,0.8467,0.50637676,40.733,1.480,0.2600
path,source_normalized,timing_replay,0.02,20,150,0.8667,0.53446020,39.993,1.480,0.3333
path,source_normalized,timing_replay,0.02,30,150,0.9200,0.58343234,37.360,1.480,0.3467
path,source_normalized,timing_replay,0.02,40,150,0.9467,0.60404688,35.213,1.480,0.3867
path,source_normalized,timing_replay,0.02,60,150,0.9000,0.55355744,28.400,1.000,0.0000
path,source_normalized,timing_replay,0.04,1,150,1.0000,0.45824235,39.607,77.307,1.0000
path,source_normalized,timing_replay,0.04,2,150,1.0000,0.47867758,38.020,33.653,1.0000
path,source_normalized,timing_replay,0.04,3,150,1.0000,0.58502646,39.433,14.473,1.0000
path,source_normalized,timing_replay,0.04,4,150,1.0000,0.56089270,35.760,6.453,1.0000
path,source_normalized,timing_replay,0.04,5,150,0.9867,0.57980317,47.167,3.213,0.9933
path,source_normalized,timing_replay,0.04,7,150,0.7667,0.50094149,47.407,1.473,0.1467
path,source_normalized,timing_replay,0.04,10,150,0.7933,0.52014449,46.600,1.473,0.2267
path,source_normalized,timing_replay,0.04,15,150,0.8467,0.55361610,45.240,1.473,0.2800
path,source_normalized,timing_replay,0.04,20,150,0.8467,0.57854462,44.180,1.473,0.3267
path,source_normalized,timing_replay,0.04,30,150,0.9067,0.62166653,40.987,1.473,0.3600
path,source_normalized,timing_replay,0.04,40,150,0.9533,0.63758372,38.420,1.473,0.3933
path,source_normalized,timing_replay,0.04,60,150,0.9200,0.58820124,31.200,1.000,0.0000
