topology,propagation_rule,decision_block_steps,evaluation_threshold,seed,success,peak_goal_activation,useful_dwell_steps,switch_count
path,source_normalized,20,0.0005,2126,1,0.5469875626,20,2
path,source_normalized,20,0.0005,2127,1,0.7818381441,40,2
path,source_normalized,20,0.0005,2128,1,0.2250539499,0,1
path,source_normalized,20,0.0005,2129,1,1.1185040936,100,1
path,source_normalized,20,0.0005,2130,1,1.1232307207,100,1
path,source_normalized,20,0.0005,2131,1,1.1402722912,100,1
path,source_normalized,20,0.0005,2132,1,0.2242462695,0,1
path,source_normalized,20,0.0005,2133,1,1.1705762724,80,2
path,source_normalized,20,0.0005,2134,1,1.1738468506,100,1
path,source_normalized,20,0.0005,2135,1,1.1092030579,100,1
path,source_normalized,20,0.0005,2136,1,0.7494561600,40,2
path,source_normalized,20,0.0005,2137,1,1.1558954022,100,1
path,source_normalized,20,0.0005,2138,1,0.2250984475,0,1
path,source_normalized,20,0.0005,2139,1,1.1383860514,100,1
path,source_normalized,20,0.0005,2140,1,1.1100801118,100,1
path,source_normalized,20,0.0005,2141,1,0.2263470538,0,1
path,source_normalized,20,0.0005,2142,1,1.0700901662,100,1
path,source_normalized,20,0.0005,2143,1,0.7458757661,40,2
path,source_normalized,20,0.0005,2144,1,0.9970130378,80,2
path,source_normalized,20,0.0005,2145,1,0.1344882002,0,1
path,source_normalized,20,0.0005,2146,1,0.9198179088,80,2
path,source_normalized,20,0.0005,2147,1,1.1445830544,100,1
path,source_normalized,20,0.0005,2148,1,1.0209697607,80,2
path,source_normalized,20,0.0005,2149,1,0.9970689546,80,2
path,source_normalized,30,0.0005,2000,1,0.0663222741,0,1
path,source_normalized,30,0.0005,2001,1,0.0908413708,0,1
path,source_normalized,30,0.0005,2002,1,1.0516762378,90,1
path,source_normalized,30,0.0005,2003,1,1.2317788438,90,1
path,source_normalized,30,0.0005,2004,1,0.1000308183,0,1
path,source_normalized,30,0.0005,2005,1,0.9650369964,90,1
path,source_normalized,30,0.0005,2006,1,1.0535777975,90,1
path,source_normalized,30,0.0005,2007,1,1.1937410934,90,1
path,source_normalized,30,0.0005,2008,1,1.0788189760,90,1
path,source_normalized,30,0.0005,2009,1,1.1384511067,90,1
path,source_normalized,30,0.0005,2010,1,1.1517156846,90,1
path,source_normalized,30,0.0005,2011,1,1.1197599721,90,1
path,source_normalized,30,0.0005,2012,1,0.3413634029,0,1
path,source_normalized,30,0.0005,2013,1,0.9916007262,90,1
path,source_normalized,30,0.0005,2014,1,1.1175612961,90,1
path,source_normalized,30,0.0005,2015,1,0.7731298958,30,2
path,source_normalized,30,0.0005,2016,1,0.3873835746,0,1
path,source_normalized,30,0.0005,2017,1,1.1413583668,90,1
path,source_normalized,30,0.0005,2018,1,0.9636892640,90,1
path,source_normalized,30,0.0005,2019,1,1.0884700489,90,1
path,source_normalized,30,0.0005,2020,1,1.0373774527,90,1
path,source_normalized,30,0.0005,2021,1,1.0730479214,90,1
path,source_normalized,30,0.0005,2022,1,1.1297860211,90,1
path,source_normalized,30,0.0005,2023,1,0.1543189147,0,1
path,source_normalized,30,0.0005,2024,1,0.2858358631,0,1
path,source_normalized,30,0.0005,2025,1,1.1380439452,90,1
path,source_normalized,30,0.0005,2026,1,0.3458569300,0,1
path,source_normalized,30,0.0005,2027,1,1.1465012320,90,1
path,source_normalized,30,0.0005,2028,1,1.0213303005,90,1
path,source_normalized,30,0.0005,2029,1,0.0447723049,0,1
path,source_normalized,30,0.0005,2030,1,1.1487261838,90,1
path,source_normalized,30,0.0005,2031,0,0.0071857327,0,1
path,source_normalized,30,0.0005,2032,1,0.1970144985,0,1
path,source_normalized,30,0.0005,2033,1,0.9692081641,60,2
path,source_normalized,30,0.0005,2034,1,1.2200535445,90,1
path,source_normalized,30,0.0005,2035,1,0.0419735976,0,1
path,source_normalized,30,0.0005,2036,1,0.7766810050,60,2
path,source_normalized,30,0.0005,2037,1,0.9245589439,60,2
path,source_normalized,30,0.0005,2038,1,0.9986479728,60,2
path,source_normalized,30,0.0005,2039,1,1.0039563909,90,1
path,source_normalized,30,0.0005,2040,1,1.1310650908,90,1
path,source_normalized,30,0.0005,2041,1,1.2606851710,90,1
path,source_normalized,30,0.0005,2042,1,1.0526734519,90,1
path,source_normalized,30,0.0005,2043,1,1.0729098913,90,1
path,source_normalized,30,0.0005,2044,1,0.1084698675,0,1
path,source_normalized,30,0.0005,2045,1,0.9844416032,90,1
path,source_normalized,30,0.0005,2046,1,0.1592804244,0,1
path,source_normalized,30,0.0005,2047,1,1.0929877191,90,1
path,source_normalized,30,0.0005,2048,1,0.2043300816,0,1
path,source_normalized,30,0.0005,2049,1,0.5217025939,30,2
path,source_normalized,30,0.0005,2050,1,1.1351837389,90,1
path,source_normalized,30,0.0005,2051,1,1.1233145053,90,1
path,source_normalized,30,0.0005,2052,1,1.0033925718,90,1
path,source_normalized,30,0.0005,2053,1,1.0013867168,60,2
path,source_normalized,30,0.0005,2054,1,1.0965373891,90,1
path,source_normalized,30,0.0005,2055,1,0.9657457298,60,2
path,source_normalized,30,0.0005,2056,1,1.0595912928,90,1
path,source_normalized,30,0.0005,2057,1,0.8564999537,60,2
path,source_normalized,30,0.0005,2058,1,1.2361163522,90,1
path,source_normalized,30,0.0005,2059,1,0.0680818111,0,1
path,source_normalized,30,0.0005,2060,1,1.1123770419,90,1
path,source_normalized,30,0.0005,2061,1,0.3600989825,0,1
path,source_normalized,30,0.0005,2062,1,0.8961289095,60,2
path,source_normalized,30,0.0005,2063,1,0.3622165904,0,1
path,source_normalized,30,0.0005,2064,1,1.0285454562,90,1
path,source_normalized,30,0.0005,2065,1,1.0293563450,90,1
path,source_normalized,30,0.0005,2066,1,0.8483951528,60,2
path,source_normalized,30,0.0005,2067,1,1.1310007563,90,1
path,source_normalized,30,0.0005,2068,1,1.0891337010,90,1
path,source_normalized,30,0.0005,2069,1,0.3426346514,0,1
path,source_normalized,30,0.0005,2070,1,1.1473857063,90,1
path,source_normalized,30,0.0005,2071,1,1.1948988064,90,1
path,source_normalized,30,0.0005,2072,0,0.0045895454,0,1
path,source_normalized,30,0.0005,2073,1,1.0763438860,90,1
path,source_normalized,30,0.0005,2074,1,1.0246966658,90,1
path,source_normalized,30,0.0005,2075,1,1.0078164840,90,1
path,source_normalized,30,0.0005,2076,1,1.0228676259,90,1
path,source_normalized,30,0.0005,2077,1,1.1384993770,60,2
path,source_normalized,30,0.0005,2078,1,0.9240969454,90,1
path,source_normalized,30,0.0005,2079,1,0.4078953289,0,1
path,source_normalized,30,0.0005,2080,1,0.0458434627,0,1
path,source_normalized,30,0.0005,2081,1,1.1152261254,90,1
path,source_normalized,30,0.0005,2082,1,0.7682808967,60,2
path,source_normalized,30,0.0005,2083,1,1.1079361044,90,1
path,source_normalized,30,0.0005,2084,1,1.1449205852,90,1
path,source_normalized,30,0.0005,2085,1,1.1305094915,60,2
path,source_normalized,30,0.0005,2086,1,0.9391101852,60,2
path,source_normalized,30,0.0005,2087,1,0.9905662387,60,2
path,source_normalized,30,0.0005,2088,1,0.0559440619,0,1
path,source_normalized,30,0.0005,2089,1,0.9828586348,90,1
path,source_normalized,30,0.0005,2090,1,1.1425690076,90,1
path,source_normalized,30,0.0005,2091,1,0.0882842458,0,1
path,source_normalized,30,0.0005,2092,1,1.0541374994,90,1
path,source_normalized,30,0.0005,2093,0,0.0071279095,0,1
path,source_normalized,30,0.0005,2094,1,1.0386680601,90,1
path,source_normalized,30,0.0005,2095,1,1.1507951893,90,1
path,source_normalized,30,0.0005,2096,1,1.0896282066,90,1
path,source_normalized,30,0.0005,2097,1,0.0588481527,0,1
path,source_normalized,30,0.0005,2098,1,0.5994644702,30,2
path,source_normalized,30,0.0005,2099,1,1.0849792249,90,1
path,source_normalized,30,0.0005,2100,1,0.8681208718,60,2
path,source_normalized,30,0.0005,2101,1,1.1019419499,90,1
path,source_normalized,30,0.0005,2102,1,0.1581791212,0,1
path,source_normalized,30,0.0005,2103,1,0.3485192948,0,1
path,source_normalized,30,0.0005,2104,1,0.1561744022,0,1
path,source_normalized,30,0.0005,2105,1,1.0145103624,60,2
path,source_normalized,30,0.0005,2106,1,0.0164519144,0,1
path,source_normalized,30,0.0005,2107,1,0.9279949618,60,2
path,source_normalized,30,0.0005,2108,1,1.0904560838,90,1
path,source_normalized,30,0.0005,2109,1,1.1111113051,90,1
path,source_normalized,30,0.0005,2110,1,0.0582829640,0,1
path,source_normalized,30,0.0005,2111,1,1.0839863778,90,1
path,source_normalized,30,0.0005,2112,1,0.1177691204,0,1
path,source_normalized,30,0.0005,2113,1,0.3439081522,0,1
path,source_normalized,30,0.0005,2114,1,0.3472437300,0,1
path,source_normalized,30,0.0005,2115,1,0.0950127232,0,1
path,source_normalized,30,0.0005,2116,1,0.1483648713,0,1
path,source_normalized,30,0.0005,2117,1,0.1659460221,0,1
path,source_normalized,30,0.0005,2118,1,1.1060154733,90,1
path,source_normalized,30,0.0005,2119,1,1.1354657556,90,1
path,source_normalized,30,0.0005,2120,1,0.8968880031,60,2
path,source_normalized,30,0.0005,2121,1,0.9022334347,90,1
path,source_normalized,30,0.0005,2122,1,1.1695751685,90,1
path,source_normalized,30,0.0005,2123,1,1.0374398106,90,1
path,source_normalized,30,0.0005,2124,1,1.2330669679,90,1
path,source_normalized,30,0.0005,2125,1,1.1634913354,90,1
path,source_normalized,30,0.0005,2126,1,0.2026717383,0,1
path,source_normalized,30,0.0005,2127,1,0.1044479377,0,1
path,source_normalized,30,0.0005,2128,1,0.3467402493,0,1
path,source_normalized,30,0.0005,2129,1,1.0736982608,90,1
path,source_normalized,30,0.0005,2130,1,1.1140864185,90,1
path,source_normalized,30,0.0005,2131,1,1.1211148998,90,1
path,source_normalized,30,0.0005,2132,1,0.3437149309,0,1
path,source_normalized,30,0.0005,2133,1,1.1160525556,60,2
path,source_normalized,30,0.0005,2134,1,1.1383538034,90,1
path,source_normalized,30,0.0005,2135,1,1.0739789515,90,1
path,source_normalized,30,0.0005,2136,1,0.0909643203,0,1
path,source_normalized,30,0.0005,2137,1,1.1378536177,90,1
path,source_normalized,30,0.0005,2138,1,0.3468664304,0,1
path,source_normalized,30,0.0005,2139,1,1.1170685093,90,1
path,source_normalized,30,0.0005,2140,1,1.0955509741,90,1
path,source_normalized,30,0.0005,2141,1,0.3492345893,0,1
path,source_normalized,30,0.0005,2142,1,1.0448134167,90,1
path,source_normalized,30,0.0005,2143,1,0.0817183975,0,1
path,source_normalized,30,0.0005,2144,1,0.9452741018,60,2
path,source_normalized,30,0.0005,2145,1,0.2136922212,0,1
path,source_normalized,30,0.0005,2146,1,0.8126456418,60,2
path,source_normalized,30,0.0005,2147,1,1.1190432145,90,1
path,source_normalized,30,0.0005,2148,1,0.9047624044,60,2
path,source_normalized,30,0.0005,2149,1,0.8694350867,60,2
path,source_normalized,40,0.0005,2000,1,0.1051551984,0,1
path,source_normalized,40,0.0005,2001,1,0.1442394656,0,1
path,source_normalized,40,0.0005,2002,1,1.0179329639,80,1
path,source_normalized,40,0.0005,2003,1,1.1845520201,80,1
path,source_normalized,40,0.0005,2004,1,0.1595076166,0,1
path,source_normalized,40,0.0005,2005,1,0.9189597894,80,1
path,source_normalized,40,0.0005,2006,1,1.0361484815,80,1
path,source_normalized,40,0.0005,2007,1,1.1762711852,80,1
path,source_normalized,40,0.0005,2008,1,1.0681846828,80,1
path,source_normalized,40,0.0005,2009,1,1.0808726918,80,1
path,source_normalized,40,0.0005,2010,1,1.1256782693,80,1
path,source_normalized,40,0.0005,2011,1,1.0661435051,80,1
path,source_normalized,40,0.0005,2012,1,0.4390033752,0,1
path,source_normalized,40,0.0005,2013,1,0.9633002003,80,1
path,source_normalized,40,0.0005,2014,1,1.0965180299,80,1
path,source_normalized,40,0.0005,2015,0,0.0089680797,0,1
path,source_normalized,40,0.0005,2016,1,0.5078717915,0,1
path,source_normalized,40,0.0005,2017,1,1.1308428612,80,1
path,source_normalized,40,0.0005,2018,1,0.9174292319,80,1
path,source_normalized,40,0.0005,2019,1,1.0364197707,80,1
path,source_normalized,40,0.0005,2020,1,1.0289234967,80,1
path,source_normalized,40,0.0005,2021,1,1.0236086268,80,1
path,source_normalized,40,0.0005,2022,1,1.1248920302,80,1
path,source_normalized,40,0.0005,2023,1,0.2288009260,0,1
path,source_normalized,40,0.0005,2024,1,0.3946920910,0,1
path,source_normalized,40,0.0005,2025,1,1.1118372792,80,1
path,source_normalized,40,0.0005,2026,1,0.4457234117,0,1
path,source_normalized,40,0.0005,2027,1,1.1215392712,80,1
path,source_normalized,40,0.0005,2028,1,0.9832323469,80,1
path,source_normalized,40,0.0005,2029,1,0.0729203112,0,1
path,source_normalized,40,0.0005,2030,1,1.1409775241,80,1
path,source_normalized,40,0.0005,2031,1,0.0184311563,0,1
path,source_normalized,40,0.0005,2032,1,0.2536971744,0,1
path,source_normalized,40,0.0005,2033,1,0.7722167161,40,2
path,source_normalized,40,0.0005,2034,1,1.2087977607,80,1
path,source_normalized,40,0.0005,2035,1,0.0595174584,0,1
path,source_normalized,40,0.0005,2036,1,0.6233877480,40,2
path,source_normalized,40,0.0005,2037,1,0.7199781571,40,2
path,source_normalized,40,0.0005,2038,1,0.8639346977,40,2
path,source_normalized,40,0.0005,2039,1,0.9604539881,80,1
path,source_normalized,40,0.0005,2040,1,1.1043896199,80,1
path,source_normalized,40,0.0005,2041,1,1.2455193518,80,1
path,source_normalized,40,0.0005,2042,1,1.0102673242,80,1
path,source_normalized,40,0.0005,2043,1,1.0317384799,80,1
path,source_normalized,40,0.0005,2044,1,0.1621556455,0,1
path,source_normalized,40,0.0005,2045,1,0.9312711420,80,1
path,source_normalized,40,0.0005,2046,1,0.2053160492,0,1
path,source_normalized,40,0.0005,2047,1,1.0798197073,80,1
path,source_normalized,40,0.0005,2048,1,0.2662006716,0,1
path,source_normalized,40,0.0005,2049,1,0.0266133375,0,1
path,source_normalized,40,0.0005,2050,1,1.1070161183,80,1
path,source_normalized,40,0.0005,2051,1,1.0684379874,80,1
path,source_normalized,40,0.0005,2052,1,0.9869706516,80,1
path,source_normalized,40,0.0005,2053,1,0.8496947772,40,2
path,source_normalized,40,0.0005,2054,1,1.0808568073,80,1
path,source_normalized,40,0.0005,2055,1,0.7589366875,40,2
path,source_normalized,40,0.0005,2056,1,1.0370250222,80,1
path,source_normalized,40,0.0005,2057,1,0.7183739329,40,2
path,source_normalized,40,0.0005,2058,1,1.2155443426,80,1
path,source_normalized,40,0.0005,2059,1,0.1185433890,0,1
path,source_normalized,40,0.0005,2060,1,1.0700962310,80,1
path,source_normalized,40,0.0005,2061,1,0.4665220913,0,1
path,source_normalized,40,0.0005,2062,1,0.7784071009,40,2
path,source_normalized,40,0.0005,2063,1,0.4748004470,0,1
path,source_normalized,40,0.0005,2064,1,0.9765188816,80,1
path,source_normalized,40,0.0005,2065,1,1.0050169661,80,1
path,source_normalized,40,0.0005,2066,1,0.6903558329,40,2
path,source_normalized,40,0.0005,2067,1,1.1020211728,80,1
path,source_normalized,40,0.0005,2068,1,1.0467134781,80,1
path,source_normalized,40,0.0005,2069,1,0.4390298219,0,1
path,source_normalized,40,0.0005,2070,1,1.1023898842,80,1
path,source_normalized,40,0.0005,2071,1,1.1403397350,80,1
path,source_normalized,40,0.0005,2072,1,0.0123464724,0,1
path,source_normalized,40,0.0005,2073,1,1.0669074552,80,1
path,source_normalized,40,0.0005,2074,1,0.9840095435,80,1
path,source_normalized,40,0.0005,2075,1,0.9986605340,80,1
path,source_normalized,40,0.0005,2076,1,0.9735270386,80,1
path,source_normalized,40,0.0005,2077,1,1.0468989414,40,2
path,source_normalized,40,0.0005,2078,1,0.8912119208,80,1
path,source_normalized,40,0.0005,2079,1,0.5396949454,0,1
path,source_normalized,40,0.0005,2080,1,0.0635428077,0,1
path,source_normalized,40,0.0005,2081,1,1.0753753676,80,1
path,source_normalized,40,0.0005,2082,1,0.6042174135,40,2
path,source_normalized,40,0.0005,2083,1,1.1012563846,80,1
path,source_normalized,40,0.0005,2084,1,1.1342172634,80,1
path,source_normalized,40,0.0005,2085,1,1.0073402684,40,2
path,source_normalized,40,0.0005,2086,1,0.8017305899,40,2
path,source_normalized,40,0.0005,2087,0,0.0006184189,0,1
path,source_normalized,40,0.0005,2088,1,0.0754916078,0,1
path,source_normalized,40,0.0005,2089,1,0.9630030365,80,1
path,source_normalized,40,0.0005,2090,1,1.0884925858,80,1
path,source_normalized,40,0.0005,2091,1,0.1389827507,0,1
path,source_normalized,40,0.0005,2092,1,1.0023423780,80,1
path,source_normalized,40,0.0005,2093,1,0.0181366907,0,1
path,source_normalized,40,0.0005,2094,1,0.9881310213,80,1
path,source_normalized,40,0.0005,2095,1,1.1397477588,80,1
path,source_normalized,40,0.0005,2096,1,1.0431066284,80,1
path,source_normalized,40,0.0005,2097,1,0.0838346962,0,1
path,source_normalized,40,0.0005,2098,1,0.0119980734,0,1
path,source_normalized,40,0.0005,2099,1,1.0634091291,80,1
path,source_normalized,40,0.0005,2100,1,0.7283191490,40,2
path,source_normalized,40,0.0005,2101,1,1.0557623039,80,1
path,source_normalized,40,0.0005,2102,1,0.2053035567,0,1
path,source_normalized,40,0.0005,2103,1,0.4497377503,0,1
path,source_normalized,40,0.0005,2104,1,0.2066217015,0,1
path,source_normalized,40,0.0005,2105,1,0.8348362091,40,2
path,source_normalized,40,0.0005,2106,1,0.0399495707,0,1
path,source_normalized,40,0.0005,2107,1,0.7764258102,40,2
path,source_normalized,40,0.0005,2108,1,1.0524349700,80,1
path,source_normalized,40,0.0005,2109,1,1.0972823900,80,1
path,source_normalized,40,0.0005,2110,1,0.0935018702,0,1
path,source_normalized,40,0.0005,2111,1,1.0532889864,80,1
path,source_normalized,40,0.0005,2112,1,0.1903847256,0,1
path,source_normalized,40,0.0005,2113,1,0.4440485662,0,1
path,source_normalized,40,0.0005,2114,1,0.4474737722,0,1
path,source_normalized,40,0.0005,2115,1,0.1370710659,0,1
path,source_normalized,40,0.0005,2116,1,0.2188773438,0,1
path,source_normalized,40,0.0005,2117,1,0.2205958558,0,1
path,source_normalized,40,0.0005,2118,1,1.0587743164,80,1
path,source_normalized,40,0.0005,2119,1,1.1212916150,80,1
path,source_normalized,40,0.0005,2120,1,0.7284486877,40,2
path,source_normalized,40,0.0005,2121,1,0.8773165157,80,1
path,source_normalized,40,0.0005,2122,1,1.1595403574,80,1
path,source_normalized,40,0.0005,2123,1,0.9994220492,80,1
path,source_normalized,40,0.0005,2124,1,1.1872702653,80,1
path,source_normalized,40,0.0005,2125,1,1.1241462305,80,1
path,source_normalized,40,0.0005,2126,1,0.2651564733,0,1
path,source_normalized,40,0.0005,2127,1,0.1656813166,0,1
path,source_normalized,40,0.0005,2128,1,0.4461097542,0,1
path,source_normalized,40,0.0005,2129,1,1.0183701046,80,1
path,source_normalized,40,0.0005,2130,1,1.1006687358,80,1
path,source_normalized,40,0.0005,2131,1,1.0973228632,80,1
path,source_normalized,40,0.0005,2132,1,0.4404886587,0,1
path,source_normalized,40,0.0005,2133,1,1.0333740189,40,2
path,source_normalized,40,0.0005,2134,1,1.0940759827,80,1
path,source_normalized,40,0.0005,2135,1,1.0298905648,80,1
path,source_normalized,40,0.0005,2136,1,0.1458606781,0,1
path,source_normalized,40,0.0005,2137,1,1.1137545101,80,1
path,source_normalized,40,0.0005,2138,1,0.4482049833,0,1
path,source_normalized,40,0.0005,2139,1,1.0908119545,80,1
path,source_normalized,40,0.0005,2140,1,1.0764346714,80,1
path,source_normalized,40,0.0005,2141,1,0.4499458018,0,1
path,source_normalized,40,0.0005,2142,1,1.0146189779,80,1
path,source_normalized,40,0.0005,2143,1,0.1296592983,0,1
path,source_normalized,40,0.0005,2144,1,0.8628332422,40,2
path,source_normalized,40,0.0005,2145,1,0.2803127445,0,1
path,source_normalized,40,0.0005,2146,0,0.0025105425,0,1
path,source_normalized,40,0.0005,2147,1,1.0859794574,80,1
path,source_normalized,40,0.0005,2148,1,0.7276112194,40,2
path,source_normalized,40,0.0005,2149,1,0.6983875647,40,2
path,source_normalized,60,0.0005,2000,1,0.1785022130,0,1
path,source_normalized,60,0.0005,2001,1,0.2381268333,0,1
path,source_normalized,60,0.0005,2002,1,0.9215705227,60,1
path,source_normalized,60,0.0005,2003,1,1.0583450939,60,1
path,source_normalized,60,0.0005,2004,1,0.2671739805,0,1
path,source_normalized,60,0.0005,2005,1,0.8019216982,60,1
path,source_normalized,60,0.0005,2006,1,0.9828268990,60,1
path,source_normalized,60,0.0005,2007,1,1.1255511627,60,1
path,source_normalized,60,0.0005,2008,1,1.0407723911,60,1
path,source_normalized,60,0.0005,2009,1,0.9307702012,60,1
path,source_normalized,60,0.0005,2010,1,1.0500699044,60,1
path,source_normalized,60,0.0005,2011,1,0.9286156658,60,1
path,source_normalized,60,0.0005,2012,1,0.5863147463,0,1
path,source_normalized,60,0.0005,2013,1,0.8817771722,60,1
path,source_normalized,60,0.0005,2014,1,1.0385930901,60,1
path,source_normalized,60,0.0005,2015,1,0.0222989994,0,1
path,source_normalized,60,0.0005,2016,1,0.6916855303,0,1
path,source_normalized,60,0.0005,2017,1,1.0981662915,60,1
path,source_normalized,60,0.0005,2018,1,0.8038424563,60,1
path,source_normalized,60,0.0005,2019,1,0.8978777468,60,1
path,source_normalized,60,0.0005,2020,1,1.0021322310,60,1
path,source_normalized,60,0.0005,2021,1,0.8996445108,60,1
path,source_normalized,60,0.0005,2022,1,1.1092727826,60,1
path,source_normalized,60,0.0005,2023,1,0.3540216971,0,1
path,source_normalized,60,0.0005,2024,1,0.5692451557,0,1
path,source_normalized,60,0.0005,2025,1,1.0408798757,60,1
path,source_normalized,60,0.0005,2026,1,0.5969085135,0,1
path,source_normalized,60,0.0005,2027,1,1.0532511602,60,1
path,source_normalized,60,0.0005,2028,1,0.8743800643,60,1
path,source_normalized,60,0.0005,2029,1,0.1236352695,0,1
path,source_normalized,60,0.0005,2030,1,1.1154157524,60,1
path,source_normalized,60,0.0005,2031,1,0.0424111581,0,1
path,source_normalized,60,0.0005,2032,1,0.3374672528,0,1
path,source_normalized,60,0.0005,2033,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2034,1,1.1758980042,60,1
path,source_normalized,60,0.0005,2035,1,0.0899802279,0,1
path,source_normalized,60,0.0005,2036,0,0.0095497543,0,1
path,source_normalized,60,0.0005,2037,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2038,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2039,1,0.8505195009,60,1
path,source_normalized,60,0.0005,2040,1,1.0290858747,60,1
path,source_normalized,60,0.0005,2041,1,1.2004610581,60,1
path,source_normalized,60,0.0005,2042,1,0.8917489073,60,1
path,source_normalized,60,0.0005,2043,1,0.9230835325,60,1
path,source_normalized,60,0.0005,2044,1,0.2582877505,0,1
path,source_normalized,60,0.0005,2045,1,0.7966905636,60,1
path,source_normalized,60,0.0005,2046,1,0.2733195172,0,1
path,source_normalized,60,0.0005,2047,1,1.0411721285,60,1
path,source_normalized,60,0.0005,2048,1,0.3595506581,0,1
path,source_normalized,60,0.0005,2049,1,0.0606206563,0,1
path,source_normalized,60,0.0005,2050,1,1.0275423919,60,1
path,source_normalized,60,0.0005,2051,1,0.9288560617,60,1
path,source_normalized,60,0.0005,2052,1,0.9431541790,60,1
path,source_normalized,60,0.0005,2053,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2054,1,1.0381711208,60,1
path,source_normalized,60,0.0005,2055,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2056,1,0.9724959612,60,1
path,source_normalized,60,0.0005,2057,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2058,1,1.1528415020,60,1
path,source_normalized,60,0.0005,2059,1,0.2181956812,0,1
path,source_normalized,60,0.0005,2060,1,0.9622159582,60,1
path,source_normalized,60,0.0005,2061,1,0.6269224689,0,1
path,source_normalized,60,0.0005,2062,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2063,1,0.6507684773,0,1
path,source_normalized,60,0.0005,2064,1,0.8417265833,60,1
path,source_normalized,60,0.0005,2065,1,0.9390695057,60,1
path,source_normalized,60,0.0005,2066,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2067,1,1.0190270399,60,1
path,source_normalized,60,0.0005,2068,1,0.9253566776,60,1
path,source_normalized,60,0.0005,2069,1,0.5802455904,0,1
path,source_normalized,60,0.0005,2070,1,0.9744385830,60,1
path,source_normalized,60,0.0005,2071,1,1.0006288003,60,1
path,source_normalized,60,0.0005,2072,1,0.0271848927,0,1
path,source_normalized,60,0.0005,2073,1,1.0360817078,60,1
path,source_normalized,60,0.0005,2074,1,0.8715846357,60,1
path,source_normalized,60,0.0005,2075,1,0.9742088790,60,1
path,source_normalized,60,0.0005,2076,1,0.8449907841,60,1
path,source_normalized,60,0.0005,2077,1,0.0157153630,0,1
path,source_normalized,60,0.0005,2078,1,0.8124801449,60,1
path,source_normalized,60,0.0005,2079,1,0.7434299181,0,1
path,source_normalized,60,0.0005,2080,1,0.0940691413,0,1
path,source_normalized,60,0.0005,2081,1,0.9749550018,60,1
path,source_normalized,60,0.0005,2082,1,0.0102881963,0,1
path,source_normalized,60,0.0005,2083,1,1.0793092807,60,1
path,source_normalized,60,0.0005,2084,1,1.0999404622,60,1
path,source_normalized,60,0.0005,2085,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2086,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2087,1,0.0130881188,0,1
path,source_normalized,60,0.0005,2088,1,0.1045807112,0,1
path,source_normalized,60,0.0005,2089,1,0.9084881926,60,1
path,source_normalized,60,0.0005,2090,1,0.9531067331,60,1
path,source_normalized,60,0.0005,2091,1,0.2274942288,0,1
path,source_normalized,60,0.0005,2092,1,0.8673279192,60,1
path,source_normalized,60,0.0005,2093,1,0.0493992782,0,1
path,source_normalized,60,0.0005,2094,1,0.8623896343,60,1
path,source_normalized,60,0.0005,2095,1,1.1031506398,60,1
path,source_normalized,60,0.0005,2096,1,0.9160832481,60,1
path,source_normalized,60,0.0005,2097,1,0.1334744571,0,1
path,source_normalized,60,0.0005,2098,1,0.0324320162,0,1
path,source_normalized,60,0.0005,2099,1,1.0046053019,60,1
path,source_normalized,60,0.0005,2100,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2101,1,0.9301885074,60,1
path,source_normalized,60,0.0005,2102,1,0.2777039848,0,1
path,source_normalized,60,0.0005,2103,1,0.6013666761,0,1
path,source_normalized,60,0.0005,2104,1,0.2904631737,0,1
path,source_normalized,60,0.0005,2105,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2106,1,0.0939446173,0,1
path,source_normalized,60,0.0005,2107,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2108,1,0.9466272214,60,1
path,source_normalized,60,0.0005,2109,1,1.0601578233,60,1
path,source_normalized,60,0.0005,2110,1,0.1559718428,0,1
path,source_normalized,60,0.0005,2111,1,0.9652492292,60,1
path,source_normalized,60,0.0005,2112,1,0.3227883865,0,1
path,source_normalized,60,0.0005,2113,1,0.5965523401,0,1
path,source_normalized,60,0.0005,2114,1,0.5968092937,0,1
path,source_normalized,60,0.0005,2115,1,0.2049518277,0,1
path,source_normalized,60,0.0005,2116,1,0.3371951060,0,1
path,source_normalized,60,0.0005,2117,1,0.3124701319,0,1
path,source_normalized,60,0.0005,2118,1,0.9399793983,60,1
path,source_normalized,60,0.0005,2119,1,1.0737045487,60,1
path,source_normalized,60,0.0005,2120,0,0.0000000000,0,1
path,source_normalized,60,0.0005,2121,1,0.8090525577,60,1
path,source_normalized,60,0.0005,2122,1,1.1316951137,60,1
path,source_normalized,60,0.0005,2123,1,0.9049671458,60,1
path,source_normalized,60,0.0005,2124,1,1.0592163931,60,1
