comparison,n,positive_count,zero_count,negative_count,mean_difference,median_difference,mean_useful_dwell_difference,same_sign_nonzero_count
adaptive_minus_random_replay_peak_goal_activation,100,64,32,4,0.56774184,0.71042316,50.850,64
