decision_block_steps,evaluation_threshold,seed,success,peak_goal_activation,useful_dwell_steps,switch_count
4,0.001,1174,1,1.1745711017,112,2
4,0.001,1175,1,1.1833188188,116,1
4,0.001,1176,1,1.0632404209,112,2
4,0.001,1177,1,1.1406588614,112,2
4,0.001,1178,1,1.0779618728,116,1
4,0.001,1179,1,1.0434748541,116,1
4,0.001,1180,1,1.1235662368,112,2
4,0.001,1181,1,1.1357555168,112,2
4,0.001,1182,1,0.9888922145,88,2
4,0.001,1183,1,1.0762648657,112,2
4,0.001,1184,1,1.0713879502,116,1
4,0.001,1185,1,1.0516839640,96,2
4,0.001,1186,1,1.1334250085,88,2
4,0.001,1187,1,1.1253870635,116,1
4,0.001,1188,1,1.2015948549,116,1
4,0.001,1189,1,1.1172561091,116,1
4,0.001,1190,1,1.1434254740,112,2
4,0.001,1191,1,1.1021606089,112,2
4,0.001,1192,1,1.0626600293,112,2
4,0.001,1193,1,1.1279843101,88,2
4,0.001,1194,1,1.0844974838,112,2
4,0.001,1195,1,1.1551754922,116,1
4,0.001,1196,1,1.2057278723,112,2
4,0.001,1197,1,0.9386011070,88,2
4,0.001,1198,1,1.1058257965,112,2
4,0.001,1199,1,0.9980746921,116,1
5,0.001,1000,1,1.1150324368,115,1
5,0.001,1001,1,0.9888248577,110,2
5,0.001,1002,1,1.0709493718,85,2
5,0.001,1003,1,1.1244793345,115,1
5,0.001,1004,1,1.2188067282,110,2
5,0.001,1005,1,1.1954449201,115,1
5,0.001,1006,1,1.0721454856,115,1
5,0.001,1007,1,1.1167473011,115,1
5,0.001,1008,1,1.0672442891,80,2
5,0.001,1009,1,1.1659585634,110,2
5,0.001,1010,1,1.1824971622,110,2
5,0.001,1011,1,1.0478139167,115,1
5,0.001,1012,1,1.0007852208,80,2
5,0.001,1013,1,1.1071375139,110,2
5,0.001,1014,1,1.0600032609,115,1
5,0.001,1015,1,1.1936708256,115,1
5,0.001,1016,1,1.1245352107,110,2
5,0.001,1017,1,1.1650479292,110,2
5,0.001,1018,1,1.1973075351,110,2
5,0.001,1019,1,1.1797295986,115,1
5,0.001,1020,1,1.2119480612,115,1
5,0.001,1021,1,1.0426611240,90,2
5,0.001,1022,1,1.2608266033,115,1
5,0.001,1023,1,1.1533935324,110,2
5,0.001,1024,1,1.0526121439,110,2
5,0.001,1025,1,1.1005824359,110,2
5,0.001,1026,1,1.2282376097,115,1
5,0.001,1027,1,1.2738115166,115,1
5,0.001,1028,1,1.1394920320,115,1
5,0.001,1029,1,1.1217968360,85,2
5,0.001,1030,1,1.0056681925,80,2
5,0.001,1031,1,1.1203140714,115,1
5,0.001,1032,1,1.1905021800,115,1
5,0.001,1033,1,0.9840108932,115,1
5,0.001,1034,1,1.0911400018,110,2
5,0.001,1035,1,1.1778791891,115,1
5,0.001,1036,1,1.2029513316,115,1
5,0.001,1037,1,1.2698698031,110,2
5,0.001,1038,1,1.1437139483,115,1
5,0.001,1039,1,1.0735558076,115,1
5,0.001,1040,1,1.1781012072,115,1
5,0.001,1041,1,1.0992255025,110,2
5,0.001,1042,1,1.0660044162,90,2
5,0.001,1043,1,1.0176044728,110,2
5,0.001,1044,1,1.0710009413,115,1
5,0.001,1045,1,1.1004412949,110,2
5,0.001,1046,1,1.1918192936,115,1
5,0.001,1047,1,1.1923711775,115,1
5,0.001,1048,1,1.1316164134,115,1
5,0.001,1049,1,1.0212443136,90,2
5,0.001,1050,1,1.1921950027,115,1
5,0.001,1051,1,1.1407858057,115,1
5,0.001,1052,1,1.0936504771,115,1
5,0.001,1053,1,1.0786336264,115,1
5,0.001,1054,1,1.1272287094,80,2
5,0.001,1055,1,1.0894259090,85,2
5,0.001,1056,1,1.2624202411,115,1
5,0.001,1057,1,1.0796475712,110,2
5,0.001,1058,1,1.1075610466,110,2
5,0.001,1059,1,1.2102560842,115,1
5,0.001,1060,1,1.1104677894,115,1
5,0.001,1061,1,1.1252598432,110,2
5,0.001,1062,1,1.1695828777,110,2
5,0.001,1063,1,1.2552960686,115,1
5,0.001,1064,1,1.1000305567,115,1
5,0.001,1065,1,1.0207653639,115,1
5,0.001,1066,1,1.0746668670,90,2
5,0.001,1067,1,1.2781302268,110,2
5,0.001,1068,1,1.0965457706,115,1
5,0.001,1069,1,1.1064473995,110,2
5,0.001,1070,1,1.0547235171,110,2
5,0.001,1071,1,1.3011805992,115,1
5,0.001,1072,1,1.0779788167,115,1
5,0.001,1073,1,1.0767945004,115,1
5,0.001,1074,1,1.0602977546,110,2
5,0.001,1075,1,1.2162549778,115,1
5,0.001,1076,1,1.0157727038,85,2
5,0.001,1077,1,1.0072943595,85,2
5,0.001,1078,1,1.2405303437,115,1
5,0.001,1079,1,1.1527701367,110,2
5,0.001,1080,1,1.1745114806,115,1
5,0.001,1081,1,1.1214821436,110,2
5,0.001,1082,1,1.2358547709,110,2
5,0.001,1083,1,1.2185847812,110,2
5,0.001,1084,1,1.1356311633,115,1
5,0.001,1085,1,1.1327429397,110,2
5,0.001,1086,1,1.1461263469,115,1
5,0.001,1087,1,1.2732814154,110,2
5,0.001,1088,1,1.1079416072,115,1
5,0.001,1089,1,1.1433869177,110,2
5,0.001,1090,1,1.1135269634,115,1
5,0.001,1091,1,1.2051336433,110,2
5,0.001,1092,1,1.0328759851,80,2
5,0.001,1093,1,1.2028315301,115,1
5,0.001,1094,1,1.1412693296,110,2
5,0.001,1095,1,1.1085612717,115,1
5,0.001,1096,1,1.1621328431,90,2
5,0.001,1097,1,1.0475718528,115,1
5,0.001,1098,1,1.0287220186,80,2
5,0.001,1099,1,1.0147001694,80,2
5,0.001,1100,1,1.0828009754,115,1
5,0.001,1101,1,1.2573464857,115,1
5,0.001,1102,1,0.9371451313,85,2
5,0.001,1103,1,1.1253829463,110,2
5,0.001,1104,1,1.2333250010,115,1
5,0.001,1105,1,1.0315423464,115,1
5,0.001,1106,1,1.1137945990,110,2
5,0.001,1107,1,1.0557934847,85,2
5,0.001,1108,1,1.1012977292,80,2
5,0.001,1109,1,1.2330688465,115,1
5,0.001,1110,1,1.1393043232,115,1
5,0.001,1111,1,1.1583889489,85,2
5,0.001,1112,1,1.1644522096,115,1
5,0.001,1113,1,1.2036321964,110,2
5,0.001,1114,1,1.1162510725,115,1
5,0.001,1115,1,1.0134769255,90,2
5,0.001,1116,1,1.1132790914,115,1
5,0.001,1117,1,1.0373172199,110,2
5,0.001,1118,1,1.2392411564,115,1
5,0.001,1119,1,1.2485836202,115,1
5,0.001,1120,1,1.0370619647,115,1
5,0.001,1121,1,1.0845448107,110,2
5,0.001,1122,1,1.1812047393,110,2
5,0.001,1123,1,1.1887547927,110,2
5,0.001,1124,1,1.0332634212,110,2
5,0.001,1125,1,1.2116135472,110,2
5,0.001,1126,1,1.1061024397,110,2
5,0.001,1127,1,1.0753425176,115,1
5,0.001,1128,1,1.1229580433,115,1
5,0.001,1129,1,1.0682628930,110,2
5,0.001,1130,1,1.1675517887,110,2
5,0.001,1131,1,1.1111727270,110,2
5,0.001,1132,1,1.2123203137,115,1
5,0.001,1133,1,1.1454286692,115,1
5,0.001,1134,1,1.0609201326,115,1
5,0.001,1135,1,1.0674768768,110,2
5,0.001,1136,1,1.2099226976,110,2
5,0.001,1137,1,1.0126456428,85,2
5,0.001,1138,1,1.0955408749,80,2
5,0.001,1139,1,1.0433458241,115,1
5,0.001,1140,1,1.1210366663,115,1
5,0.001,1141,1,1.1010575025,115,1
5,0.001,1142,1,1.1588030977,110,2
5,0.001,1143,1,1.2015664969,110,2
5,0.001,1144,1,1.1484774136,115,1
5,0.001,1145,1,1.1291173098,115,1
5,0.001,1146,1,1.1219594302,110,2
5,0.001,1147,1,1.0578878298,115,1
5,0.001,1148,1,1.1617561277,110,2
5,0.001,1149,1,1.0632229540,80,2
5,0.001,1150,1,1.2173648369,115,1
5,0.001,1151,1,1.2153526211,110,2
5,0.001,1152,1,1.1545516478,110,2
5,0.001,1153,1,1.2471233414,110,2
5,0.001,1154,1,1.0262059583,110,2
5,0.001,1155,1,1.2110810973,110,2
5,0.001,1156,1,1.0965545505,115,1
5,0.001,1157,1,1.1387981000,115,1
5,0.001,1158,1,1.0013942327,110,2
5,0.001,1159,1,1.1328369197,90,2
5,0.001,1160,1,1.0704331351,115,1
5,0.001,1161,1,1.0559669189,110,2
5,0.001,1162,1,1.0104562338,115,1
5,0.001,1163,1,1.2200231443,115,1
5,0.001,1164,1,1.2772383411,110,2
5,0.001,1165,1,0.9325277310,80,2
5,0.001,1166,1,1.2187802726,115,1
5,0.001,1167,1,1.1385111807,110,2
5,0.001,1168,1,1.1128333401,115,1
5,0.001,1169,1,1.0496451942,110,2
5,0.001,1170,1,1.1427760006,110,2
5,0.001,1171,1,1.0873490335,110,2
5,0.001,1172,1,1.1684742260,110,2
5,0.001,1173,1,1.0743456416,110,2
5,0.001,1174,1,1.1694910495,110,2
5,0.001,1175,1,1.1819505071,115,1
5,0.001,1176,1,1.0593120110,110,2
5,0.001,1177,1,1.1375629958,110,2
5,0.001,1178,1,1.0766983175,115,1
5,0.001,1179,1,1.0422143015,115,1
5,0.001,1180,1,1.1195221347,110,2
5,0.001,1181,1,1.1339161837,110,2
5,0.001,1182,1,0.9595901279,80,2
5,0.001,1183,1,1.0722166735,110,2
5,0.001,1184,1,1.0703159828,115,1
5,0.001,1185,1,1.0340791935,90,2
5,0.001,1186,1,1.0874260841,80,2
5,0.001,1187,1,1.1240618712,115,1
5,0.001,1188,1,1.2001440725,115,1
5,0.001,1189,1,1.1167193618,115,1
5,0.001,1190,1,1.1405953493,110,2
5,0.001,1191,1,1.0982171765,110,2
5,0.001,1192,1,1.0621621212,110,2
5,0.001,1193,1,1.0979000031,80,2
5,0.001,1194,1,1.0811151344,110,2
5,0.001,1195,1,1.1543058110,115,1
5,0.001,1196,1,1.2037987516,110,2
5,0.001,1197,1,0.8975596423,80,2
5,0.001,1198,1,1.1019166773,110,2
5,0.001,1199,1,0.9968748200,115,1
7,0.001,1000,1,1.1148163688,113,1
7,0.001,1001,1,0.9796467058,106,2
7,0.001,1002,1,1.0478559552,78,2
7,0.001,1003,1,1.1220352909,113,1
7,0.001,1004,1,1.2086340818,106,2
7,0.001,1005,1,1.1939818124,113,1
7,0.001,1006,1,1.0690242106,113,1
7,0.001,1007,1,1.1133718343,113,1
7,0.001,1008,1,1.0157946073,71,2
7,0.001,1009,1,1.1602064867,106,2
7,0.001,1010,1,1.1787769474,106,2
7,0.001,1011,1,1.0450462624,113,1
7,0.001,1012,1,0.9552472174,71,2
7,0.001,1013,1,1.0375354274,85,2
7,0.001,1014,1,1.0568631306,113,1
7,0.001,1015,1,1.1933895812,113,1
7,0.001,1016,1,1.1188633075,106,2
7,0.001,1017,1,1.1319345324,99,2
7,0.001,1018,1,1.1914125208,106,2
7,0.001,1019,1,1.1776496383,113,1
7,0.001,1020,1,1.2086479804,113,1
7,0.001,1021,1,1.0239603616,78,2
7,0.001,1022,1,1.2604998678,113,1
7,0.001,1023,1,1.0541598822,85,2
7,0.001,1024,1,1.0419746660,106,2
7,0.001,1025,1,1.0976864616,106,2
7,0.001,1026,1,1.2255818931,113,1
7,0.001,1027,1,1.2701059999,113,1
7,0.001,1028,1,1.1376826471,113,1
7,0.001,1029,1,1.1086599332,78,2
7,0.001,1030,1,0.9697906761,64,2
7,0.001,1031,1,1.1184187823,113,1
7,0.001,1032,1,1.1902161556,113,1
7,0.001,1033,1,0.9838225382,113,1
7,0.001,1034,1,1.0838071834,106,2
7,0.001,1035,1,1.1764744196,113,1
7,0.001,1036,1,1.1995338248,113,1
7,0.001,1037,1,1.1755319638,85,2
7,0.001,1038,1,1.1406306788,113,1
7,0.001,1039,1,1.0710276289,113,1
7,0.001,1040,1,1.1766056918,113,1
7,0.001,1041,1,1.0899426417,106,2
7,0.001,1042,1,0.9972234160,78,2
7,0.001,1043,1,1.0109270321,106,2
7,0.001,1044,1,1.0676518965,113,1
7,0.001,1045,1,1.0957345089,106,2
7,0.001,1046,1,1.1883795401,113,1
7,0.001,1047,1,1.1891054583,113,1
7,0.001,1048,1,1.1315305275,113,1
7,0.001,1049,1,0.9669354533,78,2
7,0.001,1050,1,1.1900248903,113,1
7,0.001,1051,1,1.1397699869,113,1
7,0.001,1052,1,1.0925223940,113,1
7,0.001,1053,1,1.0752753708,113,1
7,0.001,1054,1,1.0770039462,71,2
7,0.001,1055,1,1.0496010330,78,2
7,0.001,1056,1,1.2611643309,113,1
7,0.001,1057,1,1.0724141154,106,2
7,0.001,1058,1,1.1009364632,106,2
7,0.001,1059,1,1.2069196411,113,1
7,0.001,1060,1,1.1091250612,113,1
7,0.001,1061,1,1.0627406612,85,2
7,0.001,1062,1,1.1613172023,106,2
7,0.001,1063,1,1.2515914300,113,1
7,0.001,1064,1,1.0966266839,113,1
7,0.001,1065,1,1.0174502696,113,1
7,0.001,1066,1,1.0643686558,78,2
7,0.001,1067,1,1.2710491435,106,2
7,0.001,1068,1,1.0935221835,113,1
7,0.001,1069,1,1.0195490619,85,2
7,0.001,1070,1,1.0469855418,106,2
7,0.001,1071,1,1.2974561028,113,1
7,0.001,1072,1,1.0777481681,113,1
7,0.001,1073,1,1.0736291710,113,1
7,0.001,1074,1,1.0526941218,106,2
7,0.001,1075,1,1.2129436458,113,1
7,0.001,1076,1,0.9982385966,78,2
7,0.001,1077,1,0.9969917217,78,2
7,0.001,1078,1,1.2366789873,113,1
7,0.001,1079,1,1.1415383517,106,2
7,0.001,1080,1,1.1707246558,113,1
7,0.001,1081,1,1.1136741983,106,2
7,0.001,1082,1,1.2029750161,99,2
7,0.001,1083,1,1.2163357956,106,2
7,0.001,1084,1,1.1333372736,113,1
7,0.001,1085,1,1.1251583222,106,2
7,0.001,1086,1,1.1438899904,113,1
7,0.001,1087,1,1.2666083372,106,2
7,0.001,1088,1,1.1056425431,113,1
7,0.001,1089,1,1.1385504133,106,2
7,0.001,1090,1,1.1132840995,113,1
7,0.001,1091,1,1.1959661723,106,2
7,0.001,1092,1,0.9956347057,71,2
7,0.001,1093,1,1.1991724020,113,1
7,0.001,1094,1,1.1335363768,106,2
7,0.001,1095,1,1.1055352379,113,1
7,0.001,1096,1,1.1422109506,78,2
7,0.001,1097,1,1.0457396232,113,1
7,0.001,1098,1,0.9726393044,71,2
7,0.001,1099,1,0.9398409843,64,2
7,0.001,1100,1,1.0794829201,113,1
7,0.001,1101,1,1.2552015761,113,1
7,0.001,1102,1,0.8864541793,71,2
7,0.001,1103,1,1.1214744344,106,2
7,0.001,1104,1,1.2317645283,113,1
7,0.001,1105,1,1.0284847447,113,1
7,0.001,1106,1,1.1097371762,106,2
7,0.001,1107,1,0.9899276247,71,2
7,0.001,1108,1,1.0622364330,71,2
7,0.001,1109,1,1.2293618213,113,1
7,0.001,1110,1,1.1363479945,113,1
7,0.001,1111,1,1.1366294439,71,2
7,0.001,1112,1,1.1608726577,113,1
7,0.001,1113,1,1.1926652101,106,2
7,0.001,1114,1,1.1150361565,113,1
7,0.001,1115,1,0.9793469471,78,2
7,0.001,1116,1,1.1099984451,113,1
7,0.001,1117,1,1.0353867568,106,2
7,0.001,1118,1,1.2356426276,113,1
7,0.001,1119,1,1.2484686813,113,1
7,0.001,1120,1,1.0340537426,113,1
7,0.001,1121,1,1.0740929692,106,2
7,0.001,1122,1,1.1688152329,106,2
7,0.001,1123,1,1.1796815115,106,2
7,0.001,1124,1,0.9506016508,85,2
7,0.001,1125,1,1.2043850673,106,2
7,0.001,1126,1,1.0973868548,106,2
7,0.001,1127,1,1.0739395032,113,1
7,0.001,1128,1,1.1196380483,113,1
7,0.001,1129,1,1.0576049476,106,2
7,0.001,1130,1,1.0592188530,85,2
7,0.001,1131,1,1.0991090905,106,2
7,0.001,1132,1,1.2102077643,113,1
7,0.001,1133,1,1.1418374216,113,1
7,0.001,1134,1,1.0577406642,113,1
7,0.001,1135,1,1.0562262124,106,2
7,0.001,1136,1,1.1389136706,85,2
7,0.001,1137,1,0.9338804793,71,2
7,0.001,1138,1,1.0505797039,71,2
7,0.001,1139,1,1.0415702737,113,1
7,0.001,1140,1,1.1177300140,113,1
7,0.001,1141,1,1.0980223308,113,1
7,0.001,1142,1,1.0976714680,85,2
7,0.001,1143,1,1.1932359184,106,2
7,0.001,1144,1,1.1448978456,113,1
7,0.001,1145,1,1.1288688829,113,1
7,0.001,1146,1,1.1107136506,106,2
7,0.001,1147,1,1.0546865267,113,1
7,0.001,1148,1,1.1508906422,106,2
7,0.001,1149,1,0.9814990738,64,2
7,0.001,1150,1,1.2136635570,113,1
7,0.001,1151,1,1.2090281618,106,2
7,0.001,1152,1,1.1436941408,106,2
7,0.001,1153,1,1.2447370203,106,2
7,0.001,1154,1,1.0183753407,106,2
7,0.001,1155,1,1.2027063546,106,2
7,0.001,1156,1,1.0939954008,113,1
7,0.001,1157,1,1.1353807417,113,1
7,0.001,1158,1,0.9920496590,106,2
7,0.001,1159,1,1.0815722677,78,2
7,0.001,1160,1,1.0702128874,113,1
7,0.001,1161,1,1.0517534911,106,2
7,0.001,1162,1,1.0074704230,113,1
7,0.001,1163,1,1.2165448129,113,1
7,0.001,1164,1,1.2693074374,106,2
7,0.001,1165,1,0.8523982687,64,2
7,0.001,1166,1,1.2149412353,113,1
7,0.001,1167,1,1.1319921934,106,2
7,0.001,1168,1,1.1096130354,113,1
7,0.001,1169,1,1.0436863206,106,2
7,0.001,1170,1,1.1335048393,106,2
7,0.001,1171,1,1.0768402428,106,2
7,0.001,1172,1,1.1579062282,106,2
7,0.001,1173,1,1.0719062140,106,2
7,0.001,1174,1,1.1577014448,106,2
7,0.001,1175,1,1.1784571300,113,1
7,0.001,1176,1,1.0500508704,106,2
7,0.001,1177,1,1.1302896535,106,2
7,0.001,1178,1,1.0734718152,113,1
7,0.001,1179,1,1.0389787084,113,1
7,0.001,1180,1,1.1101007473,106,2
7,0.001,1181,1,1.1292942739,106,2
7,0.001,1182,1,0.8849799979,64,2
7,0.001,1183,1,1.0628372469,106,2
7,0.001,1184,1,1.0676579834,113,1
7,0.001,1185,1,0.9911077011,78,2
7,0.001,1186,1,1.0287892751,71,2
7,0.001,1187,1,1.1206519431,113,1
7,0.001,1188,1,1.1964104247,113,1
7,0.001,1189,1,1.1153678018,113,1
7,0.001,1190,1,1.1341259749,106,2
7,0.001,1191,1,1.0891209793,106,2
7,0.001,1192,1,1.0607013875,106,2
7,0.001,1193,1,1.0557143135,71,2
7,0.001,1194,1,1.0730903867,106,2
7,0.001,1195,1,1.1522456611,113,1
7,0.001,1196,1,1.1991211996,106,2
7,0.001,1197,1,0.7996397704,64,2
7,0.001,1198,1,1.0921746775,106,2
7,0.001,1199,1,0.9940824292,113,1
10,0.001,1000,1,1.1143222625,110,1
10,0.001,1001,1,0.9626719526,100,2
10,0.001,1002,1,0.9735433151,60,2
10,0.001,1003,1,1.1178426339,110,1
10,0.001,1004,1,1.1504661116,90,2
10,0.001,1005,1,1.1911814111,110,1
10,0.001,1006,1,1.0632023313,110,1
10,0.001,1007,1,1.1067978672,110,1
10,0.001,1008,1,0.8612914412,50,2
10,0.001,1009,1,1.1267967616,80,2
10,0.001,1010,1,1.1717496257,100,2
10,0.001,1011,1,1.0402203677,110,1
10,0.001,1012,1,0.8169910027,50,2
10,0.001,1013,1,0.9714385685,70,2
10,0.001,1014,1,1.0508431979,110,1
10,0.001,1015,1,1.1925309108,110,1
10,0.001,1016,1,1.0742149832,80,2
10,0.001,1017,1,1.0467594237,80,2
10,0.001,1018,1,1.1011912132,70,2
10,0.001,1019,1,1.1737226927,110,1
10,0.001,1020,1,1.2024603974,110,1
10,0.001,1021,1,0.9887993199,60,2
10,0.001,1022,1,1.2595199055,110,1
10,0.001,1023,1,0.9619664701,70,2
10,0.001,1024,1,1.0228064186,100,2
10,0.001,1025,1,1.0924632807,100,2
10,0.001,1026,1,1.2207553182,110,1
10,0.001,1027,1,1.2627799031,110,1
10,0.001,1028,1,1.1346336217,110,1
10,0.001,1029,1,1.0643086589,60,2
10,0.001,1030,1,0.9277130888,50,2
10,0.001,1031,1,1.1150796884,110,1
10,0.001,1032,1,1.1893447742,110,1
10,0.001,1033,1,0.9832506750,110,1
10,0.001,1034,1,1.0122775933,80,2
10,0.001,1035,1,1.1736991021,110,1
10,0.001,1036,1,1.1932787934,110,1
10,0.001,1037,1,1.0843079025,70,2
10,0.001,1038,1,1.1348453593,110,1
10,0.001,1039,1,1.0666729141,110,1
10,0.001,1040,1,1.1738143234,110,1
10,0.001,1041,1,1.0733165188,100,2
10,0.001,1042,1,0.8663535409,60,2
10,0.001,1043,1,0.9989066708,100,2
10,0.001,1044,1,1.0610803193,110,1
10,0.001,1045,1,1.0873648060,100,2
10,0.001,1046,1,1.1819750937,110,1
10,0.001,1047,1,1.1832592064,110,1
10,0.001,1048,1,1.1313115477,110,1
10,0.001,1049,1,0.8633008426,60,2
10,0.001,1050,1,1.1860045388,110,1
10,0.001,1051,1,1.1381505944,110,1
10,0.001,1052,1,1.0906900368,110,1
10,0.001,1053,1,1.0687294810,110,1
10,0.001,1054,1,0.9226654383,50,2
10,0.001,1055,1,0.9297385669,60,2
10,0.001,1056,1,1.2590013869,110,1
10,0.001,1057,1,0.9535451167,70,2
10,0.001,1058,1,1.0891944551,100,2
10,0.001,1059,1,1.2006858037,110,1
10,0.001,1060,1,1.1065932304,110,1
10,0.001,1061,1,1.0033439255,70,2
10,0.001,1062,1,1.1468266742,100,2
10,0.001,1063,1,1.2442083961,110,1
10,0.001,1064,1,1.0899122773,110,1
10,0.001,1065,1,1.0109899663,110,1
10,0.001,1066,1,1.0407774431,60,2
10,0.001,1067,1,1.1904814519,70,2
10,0.001,1068,1,1.0879107524,110,1
10,0.001,1069,1,0.9403535731,70,2
10,0.001,1070,1,1.0326828505,100,2
10,0.001,1071,1,1.2906282342,110,1
10,0.001,1072,1,1.0770777265,110,1
10,0.001,1073,1,1.0676214308,110,1
10,0.001,1074,1,1.0391549665,100,2
10,0.001,1075,1,1.2069386522,110,1
10,0.001,1076,1,0.9417414183,60,2
10,0.001,1077,1,0.9656578237,60,2
10,0.001,1078,1,1.2290939722,110,1
10,0.001,1079,1,0.9448800085,70,2
10,0.001,1080,1,1.1632601558,110,1
10,0.001,1081,1,1.0992057562,100,2
10,0.001,1082,1,1.1309218859,80,2
10,0.001,1083,1,1.2106171486,100,2
10,0.001,1084,1,1.1294374016,110,1
10,0.001,1085,1,0.9816159902,70,2
10,0.001,1086,1,1.1398352887,110,1
10,0.001,1087,1,1.2547083505,100,2
10,0.001,1088,1,1.1017940234,110,1
10,0.001,1089,1,1.1297654402,100,2
10,0.001,1090,1,1.1125456976,110,1
10,0.001,1091,1,1.1415274560,90,2
10,0.001,1092,1,0.8794007716,50,2
10,0.001,1093,1,1.1924232424,110,1
10,0.001,1094,1,1.0708892307,80,2
10,0.001,1095,1,1.1000042025,110,1
10,0.001,1096,1,1.0996188046,60,2
10,0.001,1097,1,1.0424991334,110,1
10,0.001,1098,1,0.8079807184,50,2
10,0.001,1099,1,0.8502526421,50,2
10,0.001,1100,1,1.0729773447,110,1
10,0.001,1101,1,1.2513887603,110,1
10,0.001,1102,1,0.8379069274,60,2
10,0.001,1103,1,1.0823223448,80,2
10,0.001,1104,1,1.2288370119,110,1
10,0.001,1105,1,1.0227601236,110,1
10,0.001,1106,1,1.0612000086,80,2
10,0.001,1107,1,0.9260583529,60,2
10,0.001,1108,1,0.9389550951,50,2
10,0.001,1109,1,1.2220147197,110,1
10,0.001,1110,1,1.1311389960,110,1
10,0.001,1111,1,1.1098882488,60,2
10,0.001,1112,1,1.1540338186,110,1
10,0.001,1113,1,1.0173087703,70,2
10,0.001,1114,1,1.1129755593,110,1
10,0.001,1115,1,0.9087628211,60,2
10,0.001,1116,1,1.1039237318,110,1
10,0.001,1117,1,1.0316767984,100,2
10,0.001,1118,1,1.2289306431,110,1
10,0.001,1119,1,1.2482132154,110,1
10,0.001,1120,1,1.0285297985,110,1
10,0.001,1121,1,1.0558239783,100,2
10,0.001,1122,1,1.1006059328,90,2
10,0.001,1123,1,1.1632981798,100,2
10,0.001,1124,1,0.8762029895,70,2
10,0.001,1125,1,1.1610199986,90,2
10,0.001,1126,1,1.0563552138,90,2
10,0.001,1127,1,1.0713322603,110,1
10,0.001,1128,1,1.1131547248,110,1
10,0.001,1129,1,0.9643107465,80,2
10,0.001,1130,1,0.9623100971,70,2
10,0.001,1131,1,1.0780583263,100,2
10,0.001,1132,1,1.2065833136,110,1
10,0.001,1133,1,1.1347664022,110,1
10,0.001,1134,1,1.0516697269,110,1
10,0.001,1135,1,1.0353819070,100,2
10,0.001,1136,1,1.0761222539,70,2
10,0.001,1137,1,0.8570266097,60,2
10,0.001,1138,1,0.9122106562,50,2
10,0.001,1139,1,1.0385039647,110,1
10,0.001,1140,1,1.1116406922,110,1
10,0.001,1141,1,1.0927218868,110,1
10,0.001,1142,1,1.0380134745,70,2
10,0.001,1143,1,1.1787000054,100,2
10,0.001,1144,1,1.1378419764,110,1
10,0.001,1145,1,1.1281139734,110,1
10,0.001,1146,1,0.9613283755,70,2
10,0.001,1147,1,1.0487354323,110,1
10,0.001,1148,1,1.0131677216,70,2
10,0.001,1149,1,0.8854869601,50,2
10,0.001,1150,1,1.2064144181,110,1
10,0.001,1151,1,1.1969265953,100,2
10,0.001,1152,1,1.0377322970,80,2
10,0.001,1153,1,1.2386202401,100,2
10,0.001,1154,1,0.8907488703,70,2
10,0.001,1155,1,1.1878526084,100,2
10,0.001,1156,1,1.0896028229,110,1
10,0.001,1157,1,1.1289185704,110,1
10,0.001,1158,1,0.9764012973,100,2
10,0.001,1159,1,0.9738360566,60,2
10,0.001,1160,1,1.0695426047,110,1
10,0.001,1161,1,1.0442949365,100,2
10,0.001,1162,1,1.0019594300,110,1
10,0.001,1163,1,1.2101324525,110,1
10,0.001,1164,1,1.2255266239,90,2
10,0.001,1165,1,0.7589775209,50,2
10,0.001,1166,1,1.2075849738,110,1
10,0.001,1167,1,1.1192143703,100,2
10,0.001,1168,1,1.1034451544,110,1
10,0.001,1169,1,1.0323206221,100,2
10,0.001,1170,1,1.0816694344,90,2
10,0.001,1171,1,1.0121505010,90,2
10,0.001,1172,1,0.9769774891,70,2
10,0.001,1173,1,1.0346239275,70,2
10,0.001,1174,1,1.1363589426,100,2
10,0.001,1175,1,1.1719619249,110,1
10,0.001,1176,1,1.0329211400,100,2
10,0.001,1177,1,1.0744787275,80,2
10,0.001,1178,1,1.0672828334,110,1
10,0.001,1179,1,1.0326628378,110,1
10,0.001,1180,1,1.0935117147,100,2
10,0.001,1181,1,1.1009034190,90,2
10,0.001,1182,1,0.7988837921,50,2
10,0.001,1183,1,1.0461514907,100,2
10,0.001,1184,1,1.0628467711,110,1
10,0.001,1185,1,0.9032016044,60,2
10,0.001,1186,1,0.8630623784,50,2
10,0.001,1187,1,1.1139273237,110,1
10,0.001,1188,1,1.1891010739,110,1
10,0.001,1189,1,1.1129823971,110,1
10,0.001,1190,1,1.0736933993,80,2
10,0.001,1191,1,1.0729259349,100,2
10,0.001,1192,1,1.0373335693,80,2
10,0.001,1193,1,0.9202297383,50,2
10,0.001,1194,1,1.0585906773,100,2
10,0.001,1195,1,1.1485004202,110,1
10,0.001,1196,1,1.1765575203,90,2
10,0.001,1197,1,0.6932718758,50,2
10,0.001,1198,1,0.9163105692,70,2
10,0.001,1199,1,0.9892113857,110,1
15,0.001,1000,1,1.1128253738,105,1
15,0.001,1001,1,0.8566081613,75,2
15,0.001,1002,1,0.8048940685,30,2
15,0.001,1003,1,1.1094042810,105,1
15,0.001,1004,1,0.9663344381,60,2
15,0.001,1005,1,1.1847822323,105,1
15,0.001,1006,1,1.0517585975,105,1
15,0.001,1007,1,1.0932869877,105,1
