decision_block_steps,evaluation_threshold,seed,success,first_passage_step,peak_goal_activation,final_goal_rank,useful_dwell_steps,switch_count,first_useful_entry_step
3,0.005,26,1,15,0.9580814680,2,87,5,6
3,0.005,27,1,9,0.9988311292,2,63,4,3
3,0.005,28,1,15,1.1511441166,2,111,4,3
3,0.005,29,1,15,1.1170964521,2,111,4,3
3,0.005,30,1,10,0.8031785684,2,51,5,6
3,0.005,31,1,10,1.1387584440,2,114,2,6
3,0.005,32,1,16,1.0697704392,2,90,4,3
3,0.005,33,1,15,1.1598911746,2,111,4,3
3,0.005,34,1,14,1.1365760020,2,111,4,3
3,0.005,35,1,10,1.1680983904,2,114,2,6
3,0.005,36,1,14,1.2347261200,2,111,4,3
3,0.005,37,1,24,0.9701238295,2,102,5,6
3,0.005,38,1,13,1.0342876125,2,90,4,3
3,0.005,39,1,8,1.1611941459,2,117,1,3
3,0.005,40,1,10,1.1999023724,2,114,2,6
3,0.005,41,1,8,0.9806883318,2,84,4,3
3,0.005,42,1,9,1.0145503325,2,114,2,6
3,0.005,43,1,15,1.2301098397,2,111,4,3
3,0.005,44,1,11,1.0436797220,2,81,4,3
3,0.005,45,1,14,1.1607011261,2,111,4,3
3,0.005,46,1,11,0.8999387822,2,81,4,3
3,0.005,47,1,14,1.1417646357,2,111,4,3
3,0.005,48,1,8,1.0743105138,2,117,1,3
3,0.005,49,1,8,0.2048862732,7,9,4,3
3,0.005,50,1,13,1.0033079492,2,78,5,6
3,0.005,51,1,14,1.1486695430,2,111,4,3
3,0.005,52,1,11,0.8421400414,2,81,5,6
3,0.005,53,1,10,1.1697557240,2,114,2,6
3,0.005,54,1,9,0.9374533091,2,90,4,3
3,0.005,55,1,11,1.0939378362,2,81,4,3
3,0.005,56,1,15,1.0141028148,2,96,4,3
3,0.005,57,1,8,1.2175705825,2,117,1,3
3,0.005,58,1,9,1.0578452391,2,114,2,6
3,0.005,59,1,14,1.2920929307,2,111,4,3
3,0.005,60,1,15,1.1490777510,2,111,4,3
3,0.005,61,1,8,1.1770244058,2,117,1,3
3,0.005,62,1,10,1.0372033451,2,114,2,6
3,0.005,63,1,9,1.0482086916,2,90,4,3
3,0.005,64,1,7,0.0930285189,8,3,3,3
3,0.005,65,1,31,1.0551074756,2,93,4,3
3,0.005,66,1,9,0.1802633889,6,3,3,3
3,0.005,67,1,10,1.2826319048,2,114,2,6
3,0.005,68,1,8,1.1722240291,2,117,1,3
3,0.005,69,1,9,1.0051742018,2,114,2,6
3,0.005,70,1,27,1.0052440471,2,99,4,3
3,0.005,71,1,10,1.1464225546,2,114,2,6
3,0.005,72,1,7,1.2665132453,2,117,1,3
3,0.005,73,1,8,1.1835340710,2,117,1,3
3,0.005,74,1,10,0.9323034326,2,81,5,6
3,0.005,75,1,10,1.1004057633,2,114,2,6
3,0.005,76,1,8,1.2390151675,2,114,2,6
3,0.005,77,1,9,1.0330910732,2,114,2,6
3,0.005,78,1,11,0.9202056199,2,84,5,6
3,0.005,79,1,10,1.1676225969,2,114,2,6
3,0.005,80,1,7,0.2038511900,6,3,3,3
3,0.005,81,1,14,1.1243693876,2,111,4,3
3,0.005,82,1,9,1.1746079470,2,114,2,6
3,0.005,83,1,11,1.0525986753,2,84,4,3
3,0.005,84,1,28,1.1343235997,2,96,4,3
3,0.005,85,1,9,1.1823295191,2,114,2,6
3,0.005,86,1,9,1.0229602493,2,114,2,6
3,0.005,87,1,9,1.1565066088,2,114,2,6
3,0.005,88,1,10,0.9898942256,2,78,5,6
3,0.005,89,1,10,1.2726834434,2,114,2,6
3,0.005,90,1,16,1.0358285750,2,90,5,6
3,0.005,91,1,10,1.1719867752,2,114,2,6
3,0.005,92,1,8,0.1903053905,6,3,3,3
3,0.005,93,1,8,1.0829619755,2,114,2,6
3,0.005,94,1,24,1.0064364174,2,102,5,6
3,0.005,95,1,8,1.1155844317,2,117,1,3
3,0.005,96,1,20,0.9835538389,2,66,4,3
3,0.005,97,1,14,1.2134462342,2,111,4,3
3,0.005,98,1,10,1.2372236358,2,114,2,6
3,0.005,99,1,11,0.5919180509,2,24,5,6
5,0.005,0,1,10,1.1348898425,2,115,1,5
5,0.005,1,1,11,1.2892386360,2,110,2,10
5,0.005,2,1,11,1.1418978606,2,110,2,10
5,0.005,3,1,14,1.1713162210,2,110,2,10
5,0.005,4,1,12,1.1190527299,2,110,2,10
5,0.005,5,1,10,1.1488799931,2,115,1,5
5,0.005,6,1,12,1.1611865498,2,110,2,10
5,0.005,7,1,14,1.1195777887,2,110,2,10
5,0.005,8,1,13,1.2392031593,2,110,2,10
5,0.005,9,1,8,1.0937289218,2,115,1,5
5,0.005,10,1,7,1.0501977521,2,85,2,35
5,0.005,11,1,14,1.1653440391,2,110,2,10
5,0.005,12,1,14,1.1914728729,2,110,2,10
5,0.005,13,1,8,1.2097600973,2,115,1,5
5,0.005,14,1,12,1.2288093928,2,110,2,10
5,0.005,15,1,12,0.9869759650,2,110,2,10
5,0.005,16,1,10,1.1573057641,2,115,1,5
5,0.005,17,1,14,1.2073254919,2,110,2,10
5,0.005,18,1,7,1.1904066011,2,85,2,35
5,0.005,19,1,10,1.1589134430,2,115,1,5
5,0.005,20,1,13,1.0919290712,2,110,2,10
5,0.005,21,1,9,1.2429037876,2,115,1,5
5,0.005,22,1,14,0.9439492439,2,110,2,10
5,0.005,23,1,7,1.1000076108,2,85,2,35
5,0.005,24,1,14,1.1241293337,2,110,2,10
5,0.005,25,1,7,1.1698123129,2,85,2,35
5,0.005,26,1,14,1.0156272637,2,110,2,10
5,0.005,27,1,10,1.1896475556,2,115,1,5
5,0.005,28,1,10,1.1623537561,2,115,1,5
5,0.005,29,1,10,1.1265530264,2,115,1,5
5,0.005,30,1,14,1.0576581441,2,110,2,10
5,0.005,31,1,14,1.1302251638,2,110,2,10
5,0.005,32,1,10,1.1313353331,2,115,1,5
5,0.005,33,1,10,1.1730165908,2,115,1,5
5,0.005,34,1,10,1.1413079246,2,115,1,5
5,0.005,35,1,13,1.1628390955,2,110,2,10
5,0.005,36,1,10,1.2439516162,2,115,1,5
5,0.005,37,1,14,1.0002397804,2,110,2,10
5,0.005,38,1,10,1.1315162098,2,115,1,5
5,0.005,39,1,8,1.1601990410,2,115,1,5
5,0.005,40,1,13,1.1945262300,2,110,2,10
5,0.005,41,1,10,1.0702417752,2,115,1,5
5,0.005,42,1,12,1.0103664144,2,110,2,10
5,0.005,43,1,10,1.2438481438,2,115,1,5
5,0.005,44,1,10,1.1986004893,2,115,1,5
5,0.005,45,1,10,1.1700569135,2,115,1,5
5,0.005,46,1,10,1.0443105158,2,115,1,5
5,0.005,47,1,10,1.1555228604,2,115,1,5
5,0.005,48,1,8,1.0742269167,2,115,1,5
5,0.005,49,1,10,1.1734137256,2,115,1,5
5,0.005,50,1,14,1.1028486057,2,110,2,10
5,0.005,51,1,10,1.1570990032,2,115,1,5
5,0.005,52,1,14,0.9653153692,2,110,2,10
5,0.005,53,1,13,1.1623390104,2,110,2,10
5,0.005,54,1,10,0.9947530067,2,115,1,5
5,0.005,55,1,9,1.2629342368,2,115,1,5
5,0.005,56,1,10,1.0673853136,2,115,1,5
5,0.005,57,1,8,1.2164944181,2,115,1,5
5,0.005,58,1,12,1.0553249387,2,110,2,10
5,0.005,59,1,10,1.3054527416,2,115,1,5
5,0.005,60,1,10,1.1618514096,2,115,1,5
5,0.005,61,1,8,1.1769172823,2,115,1,5
5,0.005,62,1,13,1.0330079328,2,110,2,10
5,0.005,63,1,10,1.1308834433,2,115,1,5
5,0.005,64,1,10,1.1471388645,2,115,1,5
5,0.005,65,1,10,1.1292485033,2,115,1,5
5,0.005,66,1,10,1.1978038726,2,115,1,5
5,0.005,67,1,13,1.2778189911,2,110,2,10
5,0.005,68,1,8,1.1713222254,2,115,1,5
5,0.005,69,1,12,1.0030182982,2,110,2,10
5,0.005,70,1,10,1.0409799522,2,115,1,5
5,0.005,71,1,14,1.1388424130,2,110,2,10
5,0.005,72,1,8,1.2655828087,2,115,1,5
5,0.005,73,1,8,1.1825790816,2,115,1,5
5,0.005,74,1,14,1.0715006374,2,110,2,10
5,0.005,75,1,11,1.0493899844,2,90,2,30
5,0.005,76,1,10,1.2178319703,2,90,2,30
5,0.005,77,1,11,1.0162389933,2,90,2,30
5,0.005,78,1,14,1.0048480681,2,110,2,10
5,0.005,79,1,14,1.1584618782,2,110,2,10
5,0.005,80,1,9,1.1748855631,2,115,1,5
5,0.005,81,1,10,1.1325188098,2,115,1,5
5,0.005,82,1,12,1.1705023245,2,110,2,10
5,0.005,83,1,10,1.1950149766,2,115,1,5
5,0.005,84,1,10,1.1750231554,2,115,1,5
5,0.005,85,1,12,1.1773038129,2,110,2,10
5,0.005,86,1,12,1.0193395392,2,110,2,10
5,0.005,87,1,7,1.0392585580,2,85,2,35
5,0.005,88,1,14,1.0957660206,2,110,2,10
5,0.005,89,1,14,1.2635668494,2,110,2,10
5,0.005,90,1,14,1.1006286631,2,110,2,10
5,0.005,91,1,7,1.0913279214,2,85,2,35
5,0.005,92,1,10,1.1575718377,2,115,1,5
5,0.005,93,1,11,1.0806955505,2,110,2,10
5,0.005,94,1,14,1.0396767851,2,110,2,10
5,0.005,95,1,8,1.1146801281,2,115,1,5
5,0.005,96,1,10,1.2395550520,2,115,1,5
5,0.005,97,1,10,1.2220501282,2,115,1,5
5,0.005,98,1,14,1.2273619578,2,110,2,10
5,0.005,99,1,14,1.0796588504,2,110,2,10
10,0.005,0,1,14,1.1269570799,2,110,1,10
10,0.005,1,1,21,1.2777316509,2,100,2,20
10,0.005,2,1,21,1.1336125287,2,100,2,20
10,0.005,3,1,22,1.1439864571,2,100,2,20
10,0.005,4,1,21,1.1026200754,2,100,2,20
10,0.005,5,1,14,1.1398392688,2,110,1,10
10,0.005,6,1,21,1.1508838390,2,100,2,20
10,0.005,7,1,23,1.0920702582,2,100,2,20
10,0.005,8,1,22,1.2159277794,2,100,2,20
10,0.005,9,1,12,1.0900538475,2,110,1,10
10,0.005,10,1,11,0.8918361120,2,50,2,70
10,0.005,11,1,24,1.1308561682,2,100,2,20
10,0.005,12,1,22,1.1612244265,2,100,2,20
10,0.005,13,1,11,1.2057156849,2,110,1,10
10,0.005,14,1,51,1.1343786728,2,70,2,50
10,0.005,15,1,21,0.9857115356,2,100,2,20
10,0.005,16,1,14,1.1493351745,2,110,1,10
10,0.005,17,1,23,1.1792169465,2,100,2,20
10,0.005,18,1,11,1.0748974951,2,50,2,70
10,0.005,19,1,14,1.1486690056,2,110,1,10
10,0.005,20,1,22,1.0653488862,2,100,2,20
10,0.005,21,1,14,1.2366054005,2,110,1,10
10,0.005,22,1,23,0.9208440264,2,100,2,20
10,0.005,23,1,11,0.9285308142,2,50,2,70
10,0.005,24,1,24,1.0990546171,2,100,2,20
10,0.005,25,1,11,0.9599779966,2,50,2,70
10,0.005,26,1,23,0.9964856371,2,100,2,20
10,0.005,27,1,14,1.1819918103,2,110,1,10
10,0.005,28,1,14,1.1544416708,2,110,1,10
10,0.005,29,1,14,1.1200984310,2,110,1,10
10,0.005,30,1,23,1.0381024373,2,100,2,20
10,0.005,31,1,52,0.9622017941,2,70,2,50
10,0.005,32,1,14,1.1258317149,2,110,1,10
10,0.005,33,1,14,1.1628455701,2,110,1,10
10,0.005,34,1,13,1.1369927395,2,110,1,10
10,0.005,35,1,22,1.1452154647,2,100,2,20
10,0.005,36,1,14,1.2329759665,2,110,1,10
10,0.005,37,1,24,0.9717375859,2,100,2,20
10,0.005,38,1,14,1.1210484832,2,110,1,10
10,0.005,39,1,12,1.1560267373,2,110,1,10
10,0.005,40,1,22,1.1756458171,2,100,2,20
10,0.005,41,1,14,1.0608421199,2,110,1,10
10,0.005,42,1,21,0.9952823359,2,100,2,20
10,0.005,43,1,14,1.2341842050,2,110,1,10
10,0.005,44,1,14,1.1873642847,2,110,1,10
10,0.005,45,1,14,1.1594123088,2,110,1,10
10,0.005,46,1,14,1.0346376406,2,110,1,10
10,0.005,47,1,14,1.1453085654,2,110,1,10
10,0.005,48,1,12,1.0733391515,2,110,1,10
10,0.005,49,1,14,1.1677412989,2,110,1,10
10,0.005,50,1,23,1.0784522594,2,100,2,20
10,0.005,51,1,14,1.1468056579,2,110,1,10
10,0.005,52,1,24,0.9353898695,2,100,2,20
10,0.005,53,1,22,1.1347034253,2,100,2,20
10,0.005,54,1,14,0.9856039540,2,110,1,10
10,0.005,55,1,14,1.2518793829,2,110,1,10
10,0.005,56,1,14,1.0599642885,2,110,1,10
10,0.005,57,1,12,1.2123043926,2,110,1,10
10,0.005,58,1,21,1.0438470979,2,100,2,20
10,0.005,59,1,14,1.2939376928,2,110,1,10
10,0.005,60,1,14,1.1518956543,2,110,1,10
10,0.005,61,1,11,1.1757976344,2,110,1,10
10,0.005,62,1,22,1.0172187057,2,100,2,20
10,0.005,63,1,14,1.1203081299,2,110,1,10
10,0.005,64,1,14,1.1398545471,2,110,1,10
10,0.005,65,1,14,1.1194755318,2,110,1,10
10,0.005,66,1,14,1.1878355901,2,110,1,10
10,0.005,67,1,15,1.1869269869,2,70,2,50
10,0.005,68,1,11,1.1672979442,2,110,1,10
10,0.005,69,1,21,0.9946141335,2,100,2,20
10,0.005,70,1,14,1.0343853353,2,110,1,10
10,0.005,71,1,23,1.1119019183,2,100,2,20
10,0.005,72,1,11,1.2614778994,2,110,1,10
10,0.005,73,1,11,1.1785845779,2,110,1,10
10,0.005,74,1,24,1.0393198561,2,100,2,20
10,0.005,75,1,11,0.9148128337,2,60,2,60
10,0.005,76,1,11,1.1703053632,2,60,2,60
10,0.005,77,1,11,0.9609534562,2,60,2,60
10,0.005,78,1,23,0.9780186077,2,100,2,20
10,0.005,79,1,23,1.1254597639,2,100,2,20
10,0.005,80,1,13,1.1702813237,2,110,1,10
10,0.005,81,1,14,1.1235693426,2,110,1,10
10,0.005,82,1,21,1.1550871122,2,100,2,20
10,0.005,83,1,14,1.1841926364,2,110,1,10
10,0.005,84,1,13,1.1695180779,2,110,1,10
10,0.005,85,1,21,1.1577315934,2,100,2,20
10,0.005,86,1,21,1.0087845027,2,100,2,20
10,0.005,87,1,11,0.7769592864,2,50,2,70
10,0.005,88,1,23,1.0657630483,2,100,2,20
10,0.005,89,1,23,1.2332746708,2,100,2,20
10,0.005,90,1,23,1.0704871105,2,100,2,20
10,0.005,91,1,11,0.8915361259,2,50,2,70
10,0.005,92,1,14,1.1486657755,2,110,1,10
10,0.005,93,1,21,1.0736245582,2,100,2,20
10,0.005,94,1,23,1.0094446624,2,100,2,20
10,0.005,95,1,11,1.1110012318,2,110,1,10
10,0.005,96,1,14,1.2294980051,2,110,1,10
10,0.005,97,1,14,1.2130939181,2,110,1,10
10,0.005,98,1,53,1.0117708296,2,70,2,50
10,0.005,99,1,23,1.0529103761,2,100,2,20
15,0.005,0,1,19,1.1160277075,2,105,1,15
15,0.005,1,1,31,1.2619585181,2,90,2,30
15,0.005,2,1,31,1.1210484153,2,90,2,30
15,0.005,3,1,31,1.1099515955,2,90,2,30
15,0.005,4,1,31,1.0798882666,2,90,2,30
15,0.005,5,1,18,1.1278347737,2,105,1,15
15,0.005,6,1,31,1.1367330998,2,90,2,30
15,0.005,7,1,32,1.0580265158,2,90,2,30
15,0.005,8,1,31,1.1880467318,2,90,2,30
15,0.005,9,1,16,1.0848822363,2,105,1,15
15,0.005,10,1,16,0.7429599495,2,30,2,90
15,0.005,11,1,33,1.0865509296,2,90,2,30
15,0.005,12,1,32,1.1219818816,2,90,2,30
15,0.005,13,1,16,1.1995895311,2,105,1,15
15,0.005,14,1,24,1.0032293878,2,45,2,75
15,0.005,15,1,31,0.9835795769,2,90,2,30
15,0.005,16,1,18,1.1395095184,2,105,1,15
15,0.005,17,1,33,1.1398987819,2,90,2,30
15,0.005,18,1,16,0.9616718431,2,30,2,90
15,0.005,19,1,19,1.1353694105,2,105,1,15
15,0.005,20,1,47,0.9668400336,2,75,2,45
15,0.005,21,1,18,1.2273043641,2,105,1,15
15,0.005,22,1,32,0.8897483477,2,90,2,30
15,0.005,23,1,16,0.7619998928,2,30,2,90
15,0.005,24,1,33,1.0652130646,2,90,2,30
15,0.005,25,1,16,0.7438403092,2,30,2,90
15,0.005,26,1,33,0.9710349498,2,90,2,30
15,0.005,27,1,18,1.1723604638,2,105,1,15
15,0.005,28,1,19,1.1436811671,2,105,1,15
15,0.005,29,1,18,1.1122046429,2,105,1,15
15,0.005,30,1,33,1.0120414305,2,90,2,30
15,0.005,31,1,24,0.7788735400,2,45,2,75
15,0.005,32,1,18,1.1178937208,2,105,1,15
15,0.005,33,1,19,1.1500600565,2,105,1,15
15,0.005,34,1,18,1.1318595223,2,105,1,15
15,0.005,35,1,31,1.1229742115,2,90,2,30
15,0.005,36,1,18,1.2182319135,2,105,1,15
15,0.005,37,1,33,0.9358003198,2,90,2,30
15,0.005,38,1,19,1.1068807108,2,105,1,15
15,0.005,39,1,16,1.1500345235,2,105,1,15
15,0.005,40,1,31,1.1512192127,2,90,2,30
15,0.005,41,1,19,1.0472561222,2,105,1,15
15,0.005,42,1,31,0.9756493834,2,90,2,30
15,0.005,43,1,18,1.2209105151,2,105,1,15
15,0.005,44,1,19,1.1718537935,2,105,1,15
15,0.005,45,1,19,1.1439819888,2,105,1,15
15,0.005,46,1,19,1.0207338739,2,105,1,15
15,0.005,47,1,19,1.1319606217,2,105,1,15
15,0.005,48,1,16,1.0713065401,2,105,1,15
15,0.005,49,1,18,1.1596561715,2,105,1,15
15,0.005,50,1,32,1.0471264769,2,90,2,30
15,0.005,51,1,19,1.1319000280,2,105,1,15
15,0.005,52,1,34,0.8969961539,2,90,2,30
15,0.005,53,1,32,1.0984159589,2,90,2,30
15,0.005,54,1,19,0.9726286246,2,105,1,15
15,0.005,55,1,19,1.2356741378,2,105,1,15
15,0.005,56,1,19,1.0498081932,2,105,1,15
15,0.005,57,1,16,1.2061909697,2,105,1,15
15,0.005,58,1,61,0.9689672277,2,60,2,60
15,0.005,59,1,19,1.2787864958,2,105,1,15
15,0.005,60,1,19,1.1388467032,2,105,1,15
15,0.005,61,1,16,1.1732497048,2,105,1,15
15,0.005,62,1,61,0.9146492160,2,60,2,60
15,0.005,63,1,19,1.1051266445,2,105,1,15
15,0.005,64,1,19,1.1304916896,2,105,1,15
15,0.005,65,1,18,1.1064028984,2,105,1,15
15,0.005,66,1,18,1.1744203534,2,105,1,15
15,0.005,67,1,17,1.0651904000,2,45,2,75
15,0.005,68,1,16,1.1613174959,2,105,1,15
15,0.005,69,1,46,0.9679302877,2,75,2,45
15,0.005,70,1,19,1.0258221277,2,105,1,15
15,0.005,71,1,48,1.0099799223,2,75,2,45
15,0.005,72,1,16,1.2553931806,2,105,1,15
15,0.005,73,1,16,1.1726968871,2,105,1,15
15,0.005,74,1,33,0.9967431054,2,90,2,30
15,0.005,75,1,16,0.6548274354,2,30,2,90
15,0.005,76,1,16,1.0832126406,2,30,2,90
15,0.005,77,1,16,0.8338505345,2,30,2,90
15,0.005,78,1,26,0.6836595774,2,45,2,75
15,0.005,79,1,25,0.7833489754,2,45,2,75
15,0.005,80,1,18,1.1645664958,2,105,1,15
15,0.005,81,1,18,1.1124372432,2,105,1,15
15,0.005,82,1,31,1.1335041614,2,90,2,30
15,0.005,83,1,19,1.1690511120,2,105,1,15
15,0.005,84,1,18,1.1628848416,2,105,1,15
15,0.005,85,1,31,1.1301880171,2,90,2,30
15,0.005,86,1,31,0.9971144161,2,90,2,30
15,0.005,87,1,16,0.5496778193,3,30,2,90
15,0.005,88,1,33,1.0270976272,2,90,2,30
15,0.005,89,1,32,1.1943839756,2,90,2,30
15,0.005,90,1,33,1.0312547800,2,90,2,30
15,0.005,91,1,16,0.7029965783,2,30,2,90
15,0.005,92,1,18,1.1374932962,2,105,1,15
15,0.005,93,1,31,1.0639040827,2,90,2,30
15,0.005,94,1,18,0.7926184687,2,60,2,60
15,0.005,95,1,16,1.1057838284,2,105,1,15
15,0.005,96,1,19,1.2157035124,2,105,1,15
15,0.005,97,1,19,1.2010442621,2,105,1,15
15,0.005,98,1,19,0.7815645184,2,45,2,75
15,0.005,99,1,61,0.9026643809,2,60,2,60
20,0.005,0,1,24,1.1025883390,2,100,1,20
20,0.005,1,1,41,1.2425611227,2,80,2,40
20,0.005,2,1,41,1.1050876369,2,80,2,40
20,0.005,3,1,41,1.0689518531,2,80,2,40
20,0.005,4,1,41,1.0515607134,2,80,2,40
20,0.005,5,1,22,1.1139925767,2,100,1,20
20,0.005,6,1,41,1.1186707463,2,80,2,40
20,0.005,7,1,42,1.0174684955,2,80,2,40
20,0.005,8,1,41,1.1548292586,2,80,2,40
20,0.005,9,1,21,1.0782780835,2,100,1,20
20,0.005,10,1,21,0.2244070255,9,0,1,
20,0.005,11,1,43,1.0322788852,2,80,2,40
20,0.005,12,1,41,1.0737507803,2,80,2,40
20,0.005,13,1,21,1.1913621996,2,100,1,20
20,0.005,14,1,27,0.7536424723,2,20,2,100
20,0.005,15,1,41,0.9801054997,2,80,2,40
20,0.005,16,1,22,1.1283564011,2,100,1,20
20,0.005,17,1,43,1.0888943703,2,80,2,40
20,0.005,18,1,21,0.2237253502,9,0,1,
20,0.005,19,1,24,1.1195843707,2,100,1,20
20,0.005,20,1,23,0.8886198628,2,60,2,60
20,0.005,21,1,23,1.2153573822,2,100,1,20
20,0.005,22,1,42,0.8504555142,2,80,2,40
20,0.005,23,1,21,0.2272259477,9,0,1,
20,0.005,24,1,43,1.0219919702,2,80,2,40
20,0.005,25,1,21,0.2314605258,9,0,1,
20,0.005,26,1,42,0.9395492214,2,80,2,40
20,0.005,27,1,22,1.1612420439,2,100,1,20
20,0.005,28,1,24,1.1307176871,2,100,1,20
20,0.005,29,1,22,1.1032557331,2,100,1,20
20,0.005,30,1,43,0.9792680179,2,80,2,40
20,0.005,31,1,27,0.4779775181,4,20,2,100
20,0.005,32,1,23,1.1079645771,2,100,1,20
20,0.005,33,1,23,1.1353114369,2,100,1,20
20,0.005,34,1,22,1.1262811238,2,100,1,20
20,0.005,35,1,41,1.0957854597,2,80,2,40
20,0.005,36,1,23,1.2014173784,2,100,1,20
20,0.005,37,1,43,0.8920921199,2,80,2,40
20,0.005,38,1,23,1.0900417713,2,100,1,20
20,0.005,39,1,21,1.1425624360,2,100,1,20
20,0.005,40,1,41,1.1208864516,2,80,2,40
20,0.005,41,1,24,1.0307431759,2,100,1,20
20,0.005,42,1,41,0.9519129851,2,80,2,40
20,0.005,43,1,23,1.2048744828,2,100,1,20
20,0.005,44,1,24,1.1540253129,2,100,1,20
20,0.005,45,1,23,1.1255816213,2,100,1,20
20,0.005,46,1,24,1.0038802610,2,100,1,20
20,0.005,47,1,23,1.1163476130,2,100,1,20
20,0.005,48,1,21,1.0681029718,2,100,1,20
20,0.005,49,1,23,1.1496931544,2,100,1,20
20,0.005,50,1,41,1.0086104627,2,80,2,40
20,0.005,51,1,23,1.1137694426,2,100,1,20
20,0.005,52,1,44,0.8499642292,2,80,2,40
20,0.005,53,1,82,0.7650445655,2,40,2,80
20,0.005,54,1,24,0.9576175493,2,100,1,20
20,0.005,55,1,23,1.2158850478,2,100,1,20
20,0.005,56,1,24,1.0374066057,2,100,1,20
20,0.005,57,1,21,1.1983836235,2,100,1,20
20,0.005,58,1,22,0.8890927064,2,40,2,80
20,0.005,59,1,23,1.2606394270,2,100,1,20
20,0.005,60,1,23,1.1231707012,2,100,1,20
20,0.005,61,1,21,1.1692595303,2,100,1,20
20,0.005,62,1,23,0.8270945792,2,40,2,80
20,0.005,63,1,24,1.0873588616,2,100,1,20
20,0.005,64,1,23,1.1196779271,2,100,1,20
20,0.005,65,1,22,1.0911929095,2,100,1,20
20,0.005,66,1,22,1.1587467864,2,100,1,20
20,0.005,67,1,21,0.7827077725,2,20,2,100
20,0.005,68,1,21,1.1532898611,2,100,1,20
20,0.005,69,1,23,0.9374773254,2,60,2,60
20,0.005,70,1,24,1.0157383542,2,100,1,20
20,0.005,71,1,23,0.7349615997,2,40,2,80
20,0.005,72,1,21,1.2474273977,2,100,1,20
20,0.005,73,1,21,1.1649854836,2,100,1,20
20,0.005,74,1,43,0.9451125230,2,80,2,40
20,0.005,75,1,21,0.4882944200,3,20,2,100
20,0.005,76,1,21,1.0054597022,2,20,2,100
20,0.005,77,1,21,0.7319387891,2,20,2,100
20,0.005,78,1,28,0.6413366620,2,40,2,80
20,0.005,79,1,27,0.4673673194,4,20,2,100
20,0.005,80,1,22,1.1581981393,2,100,1,20
20,0.005,81,1,22,1.1001661285,2,100,1,20
20,0.005,82,1,41,1.1052705844,2,80,2,40
20,0.005,83,1,23,1.1506097463,2,100,1,20
20,0.005,84,1,22,1.1556033934,2,100,1,20
20,0.005,85,1,41,1.0949707800,2,80,2,40
20,0.005,86,1,41,0.9847411234,2,80,2,40
20,0.005,87,1,21,0.2241320101,9,0,1,
20,0.005,88,1,81,0.6894160947,2,40,2,80
20,0.005,89,1,42,1.1462469593,2,80,2,40
20,0.005,90,1,81,0.6919860915,2,40,2,80
20,0.005,91,1,21,0.2233196253,9,0,1,
20,0.005,92,1,22,1.1247786182,2,100,1,20
20,0.005,93,1,41,1.0515024129,2,80,2,40
20,0.005,94,1,21,0.6181062583,2,40,2,80
20,0.005,95,1,21,1.0989793611,2,100,1,20
20,0.005,96,1,23,1.1988721006,2,100,1,20
20,0.005,97,1,23,1.1865247137,2,100,1,20
20,0.005,98,1,22,0.4259484783,6,20,2,100
20,0.005,99,1,23,0.7863619995,2,40,2,80
30,0.005,0,1,33,1.0686932035,2,90,1,30
30,0.005,1,1,61,1.1924493718,2,60,2,60
30,0.005,2,1,61,1.0623197313,2,60,2,60
30,0.005,3,1,61,0.9656275029,2,60,2,60
30,0.005,4,1,61,0.9764174105,2,60,2,60
30,0.005,5,1,31,1.0831246975,2,90,1,30
30,0.005,6,1,61,1.0670855728,2,60,2,60
30,0.005,7,1,61,0.9150127318,2,60,2,60
30,0.005,8,1,61,1.0680046702,2,60,2,60
30,0.005,9,1,31,1.0612031073,2,90,1,30
30,0.005,10,1,31,0.3444002499,9,0,1,
30,0.005,11,1,63,0.8942900904,2,60,2,60
30,0.005,12,1,45,0.0122124710,9,0,1,
30,0.005,13,1,31,1.1696421328,2,90,1,30
30,0.005,14,1,36,0.0512184800,9,0,1,
30,0.005,15,1,61,0.9675738436,2,60,2,60
30,0.005,16,1,31,1.1022252293,2,90,1,30
30,0.005,17,1,63,0.9500473435,2,60,2,60
30,0.005,18,1,31,0.3431244809,9,0,1,
30,0.005,19,1,33,1.0810101108,2,90,1,30
30,0.005,20,1,31,0.6563015140,2,30,2,90
30,0.005,21,1,33,1.1843873258,2,90,1,30
30,0.005,22,1,62,0.7468722482,2,60,2,60
30,0.005,23,1,31,0.3549140679,9,0,1,
30,0.005,24,1,63,0.9024708404,2,60,2,60
30,0.005,25,1,31,0.3597056244,9,0,1,
30,0.005,26,1,61,0.8572470736,2,60,2,60
30,0.005,27,1,31,1.1346180762,2,90,1,30
30,0.005,28,1,33,1.0985354171,2,90,1,30
30,0.005,29,1,31,1.0823126558,2,90,1,30
30,0.005,30,1,35,0.6636039318,2,30,2,90
30,0.005,31,1,35,0.0563240398,9,0,1,
30,0.005,32,1,33,1.0825707454,2,90,1,30
30,0.005,33,1,33,1.1008810477,2,90,1,30
30,0.005,34,1,31,1.1139897848,2,90,1,30
30,0.005,35,1,61,1.0228478480,2,60,2,60
30,0.005,36,1,33,1.1623422624,2,90,1,30
30,0.005,37,1,92,0.5284030334,3,30,2,90
30,0.005,38,1,33,1.0493761447,2,90,1,30
30,0.005,39,1,31,1.1241673135,2,90,1,30
30,0.005,40,1,35,0.8027116900,2,30,2,90
30,0.005,41,1,33,0.9908765081,2,90,1,30
