decision_block_steps,evaluation_threshold,seed,success,first_passage_step,peak_goal_activation,final_goal_rank,useful_dwell_steps,switch_count,first_useful_entry_step
20,0.001,5,1,22,0.6773449718,2,40,2,80
20,0.001,6,1,22,1.1245194865,2,100,1,20
20,0.001,7,1,42,1.0174684955,2,80,2,40
20,0.001,8,1,23,1.2065071338,2,100,1,20
20,0.001,9,1,21,1.0782780835,2,100,1,20
20,0.001,10,1,21,0.2244070255,9,0,1,
20,0.001,11,1,43,1.0322788852,2,80,2,40
20,0.001,12,1,41,1.0737507803,2,80,2,40
20,0.001,13,1,41,1.0978141132,2,80,2,40
20,0.001,14,1,23,1.1878516160,2,100,1,20
20,0.001,15,1,41,0.9801054997,2,80,2,40
20,0.001,16,1,22,1.1283564011,2,100,1,20
20,0.001,17,1,43,1.0888943703,2,80,2,40
20,0.001,18,1,21,0.2237253502,9,0,1,
20,0.001,19,1,24,1.1195843707,2,100,1,20
20,0.001,20,1,21,1.0974827074,2,100,1,20
20,0.001,21,1,62,0.9392199350,2,60,2,60
20,0.001,22,1,21,0.9487462698,2,100,1,20
20,0.001,23,1,21,0.2272259477,9,0,1,
20,0.001,24,1,24,1.0942380905,2,100,1,20
20,0.001,25,1,23,1.2123522613,2,100,1,20
20,0.001,26,1,24,0.9926111938,2,100,1,20
20,0.001,27,1,22,1.1612420439,2,100,1,20
20,0.001,28,1,21,0.4802829004,4,20,2,100
20,0.001,29,1,22,1.1032557331,2,100,1,20
20,0.001,30,1,43,0.9792680179,2,80,2,40
20,0.001,31,1,23,1.1024515012,2,100,1,20
20,0.001,32,1,21,0.7319837005,2,40,2,80
20,0.001,33,1,21,0.6258477114,2,20,2,100
20,0.001,34,1,41,1.0883252995,2,80,2,40
20,0.001,35,1,21,1.1545820185,2,100,1,20
20,0.001,36,1,21,0.9012144766,2,20,2,100
20,0.001,37,1,22,0.9786490504,2,100,1,20
20,0.001,38,1,21,0.1500486417,9,0,1,
20,0.001,39,1,62,0.8870769383,2,60,2,60
20,0.001,40,1,21,1.1971142035,2,100,1,20
20,0.001,41,1,24,1.0307431759,2,100,1,20
20,0.001,42,1,41,0.9519129851,2,80,2,40
20,0.001,43,1,42,1.0914778197,2,80,2,40
20,0.001,44,1,21,0.8695412814,2,20,2,100
20,0.001,45,1,23,1.1255816213,2,100,1,20
20,0.001,46,1,24,1.0038802610,2,100,1,20
20,0.001,47,1,21,0.5770964258,3,20,2,100
20,0.001,48,1,21,1.0681029718,2,100,1,20
20,0.001,49,1,23,1.1496931544,2,100,1,20
20,0.001,50,1,41,1.0086104627,2,80,2,40
20,0.001,51,1,23,1.1137694426,2,100,1,20
20,0.001,52,1,24,0.9429663214,2,100,1,20
20,0.001,53,1,82,0.7650445655,2,40,2,80
20,0.001,54,1,61,0.8722260340,2,60,2,60
20,0.001,55,1,23,1.2158850478,2,100,1,20
20,0.001,56,1,24,1.0374066057,2,100,1,20
20,0.001,57,1,21,1.1983836235,2,100,1,20
20,0.001,58,1,22,0.8890927064,2,40,2,80
20,0.001,59,1,23,1.2606394270,2,100,1,20
20,0.001,60,1,23,1.1231707012,2,100,1,20
20,0.001,61,1,41,1.0510741127,2,80,2,40
20,0.001,62,1,23,0.8270945792,2,40,2,80
20,0.001,63,1,62,0.9001341277,2,60,2,60
20,0.001,64,1,21,0.4101622038,5,20,2,100
20,0.001,65,1,23,0.7329785199,2,40,2,80
20,0.001,66,1,22,1.1587467864,2,100,1,20
20,0.001,67,1,21,0.7827077725,2,20,2,100
20,0.001,68,1,21,1.1532898611,2,100,1,20
20,0.001,69,1,23,0.8783261800,2,40,2,80
20,0.001,70,1,22,0.7205452337,2,40,2,80
20,0.001,71,1,23,1.1062300300,2,100,1,20
20,0.001,72,1,21,1.2474273977,2,100,1,20
20,0.001,73,1,21,1.1649854836,2,100,1,20
20,0.001,74,1,43,0.9451125230,2,80,2,40
20,0.001,75,1,21,0.4882944200,3,20,2,100
20,0.001,76,1,21,1.0054597022,2,20,2,100
20,0.001,77,1,24,0.9936146947,2,100,1,20
20,0.001,78,1,28,0.4369091425,4,20,2,100
20,0.001,79,1,23,1.1316069421,2,100,1,20
20,0.001,80,1,22,0.7112112925,2,40,2,80
20,0.001,81,1,22,1.1001661285,2,100,1,20
20,0.001,82,1,22,1.1440552200,2,100,1,20
20,0.001,83,1,22,0.7588432177,2,40,2,80
20,0.001,84,1,21,0.2334503187,9,0,1,
20,0.001,85,1,41,1.0949707800,2,80,2,40
20,0.001,86,1,61,0.9726666053,2,60,2,60
20,0.001,87,1,21,0.2241320101,9,0,1,
20,0.001,88,1,23,1.0859117320,2,100,1,20
20,0.001,89,1,42,1.1462469593,2,80,2,40
20,0.001,90,1,81,0.6919860915,2,40,2,80
20,0.001,91,1,24,1.1293146174,2,100,1,20
20,0.001,92,1,21,0.2534771334,9,0,1,
20,0.001,93,1,21,1.0670750640,2,100,1,20
20,0.001,94,1,22,1.0142029520,2,100,1,20
20,0.001,95,1,23,0.7886469925,2,40,2,80
20,0.001,96,1,23,1.1988721006,2,100,1,20
20,0.001,97,1,21,0.8474886379,2,20,2,100
20,0.001,98,1,23,1.1931029204,2,100,1,20
20,0.001,99,1,23,0.7863619995,2,40,2,80
30,0.001,0,1,63,0.8756863149,2,60,2,60
30,0.001,1,1,33,1.1930995899,2,90,1,30
30,0.001,2,1,31,1.1042198096,2,90,1,30
30,0.001,3,1,61,0.9656275029,2,60,2,60
30,0.001,4,1,61,0.9764174105,2,60,2,60
30,0.001,5,1,31,0.0482299820,9,0,1,
30,0.001,6,1,31,1.0913742401,2,90,1,30
30,0.001,7,1,61,0.9150127318,2,60,2,60
30,0.001,8,1,33,1.1641361983,2,90,1,30
30,0.001,9,1,31,1.0612031073,2,90,1,30
30,0.001,10,1,31,0.3444002499,9,0,1,
30,0.001,11,1,63,0.8942900904,2,60,2,60
30,0.001,12,1,45,0.0122124710,9,0,1,
30,0.001,13,0,,0.0085988359,9,0,1,
30,0.001,14,1,33,1.1417802953,2,90,1,30
30,0.001,15,1,61,0.9675738436,2,60,2,60
30,0.001,16,1,31,1.1022252293,2,90,1,30
30,0.001,17,0,,0.0028841053,9,0,1,
30,0.001,18,1,31,0.3431244809,9,0,1,
30,0.001,19,1,33,1.0810101108,2,90,1,30
30,0.001,20,1,31,1.0885346039,2,90,1,30
30,0.001,21,1,33,0.0175430002,9,0,1,
30,0.001,22,1,31,0.9399452104,2,90,1,30
30,0.001,23,1,31,0.3549140679,9,0,1,
30,0.001,24,1,33,1.0582137132,2,90,1,30
30,0.001,25,1,33,1.1642367449,2,90,1,30
30,0.001,26,1,33,0.9639300660,2,90,1,30
30,0.001,27,1,31,1.1346180762,2,90,1,30
30,0.001,28,1,31,0.1425860023,9,0,1,
30,0.001,29,1,31,1.0823126558,2,90,1,30
30,0.001,30,1,35,0.6636039318,2,30,2,90
30,0.001,31,1,33,1.0688469013,2,90,1,30
30,0.001,32,1,31,0.0991702734,9,0,1,
30,0.001,33,1,31,0.1452978724,9,0,1,
30,0.001,34,1,91,0.8650642648,2,30,2,90
30,0.001,35,1,31,1.1381579786,2,90,1,30
30,0.001,36,1,31,0.1534442822,9,0,1,
30,0.001,37,1,32,0.9499148261,2,90,1,30
30,0.001,38,1,31,0.2600167158,9,0,1,
30,0.001,39,1,34,0.6009890627,3,30,2,90
30,0.001,40,1,31,1.1879643795,2,90,1,30
30,0.001,41,1,33,0.9908765081,2,90,1,30
30,0.001,42,1,91,0.7940508748,2,30,2,90
30,0.001,43,1,62,0.9375035581,2,60,2,60
30,0.001,44,1,31,0.1166074372,9,0,1,
30,0.001,45,1,33,1.0801513548,2,90,1,30
30,0.001,46,1,33,0.9630867700,2,90,1,30
30,0.001,47,1,31,0.1872692537,9,0,1,
30,0.001,48,1,31,1.0588751621,2,90,1,30
30,0.001,49,1,32,1.1251362038,2,90,1,30
30,0.001,50,1,61,0.9066480553,2,60,2,60
30,0.001,51,1,33,1.0703792149,2,90,1,30
30,0.001,52,1,34,0.9103373213,2,90,1,30
30,0.001,53,1,42,0.0206520884,9,0,1,
30,0.001,54,1,35,0.7372367156,2,30,2,90
30,0.001,55,1,33,1.1677617952,2,90,1,30
30,0.001,56,1,33,1.0061997470,2,90,1,30
30,0.001,57,1,31,1.1782582183,2,90,1,30
30,0.001,58,1,31,0.0669184934,9,0,1,
30,0.001,59,1,33,1.2162049604,2,90,1,30
30,0.001,60,1,33,1.0843886387,2,90,1,30
30,0.001,61,0,,0.0031371905,9,0,1,
30,0.001,62,1,31,0.0411252580,9,0,1,
30,0.001,63,1,33,0.5933666294,2,30,2,90
30,0.001,64,1,31,0.1748929258,9,0,1,
30,0.001,65,1,31,0.0442101507,9,0,1,
30,0.001,66,1,31,1.1236202829,2,90,1,30
30,0.001,67,1,31,0.1643949013,9,0,1,
30,0.001,68,1,31,1.1322909122,2,90,1,30
30,0.001,69,1,31,0.0360608513,9,0,1,
30,0.001,70,1,31,0.0836859638,9,0,1,
30,0.001,71,1,33,1.0629742448,2,90,1,30
30,0.001,72,1,31,1.2269437301,2,90,1,30
30,0.001,73,1,31,1.1449738397,2,90,1,30
30,0.001,74,1,63,0.8159254004,2,60,2,60
30,0.001,75,1,31,0.1949789071,9,0,1,
30,0.001,76,1,31,0.1987231382,9,0,1,
30,0.001,77,1,33,0.9585994111,2,90,1,30
30,0.001,78,1,36,0.0410457836,9,0,1,
30,0.001,79,1,33,1.0962183545,2,90,1,30
30,0.001,80,1,31,0.0727994668,9,0,1,
30,0.001,81,1,31,1.0727785338,2,90,1,30
30,0.001,82,1,31,1.1162993981,2,90,1,30
30,0.001,83,1,31,0.0470866463,9,0,1,
30,0.001,84,1,31,0.3647846051,9,0,1,
30,0.001,85,1,61,1.0007054764,2,60,2,60
30,0.001,86,1,34,0.9300342057,2,30,2,90
30,0.001,87,1,31,0.3440387352,9,0,1,
30,0.001,88,1,33,1.0642709396,2,90,1,30
30,0.001,89,1,61,1.0188962854,2,60,2,60
30,0.001,90,1,42,0.0214847140,9,0,1,
30,0.001,91,1,33,1.0847805441,2,90,1,30
30,0.001,92,1,31,0.4061637572,9,0,1,
30,0.001,93,1,31,1.0486081266,2,90,1,30
30,0.001,94,1,31,0.9831889942,2,90,1,30
30,0.001,95,1,31,0.0402989978,9,0,1,
30,0.001,96,1,33,1.1569173535,2,90,1,30
30,0.001,97,1,31,0.1511367194,9,0,1,
30,0.001,98,1,33,1.1490626777,2,90,1,30
30,0.001,99,1,31,0.0482040893,9,0,1,
40,0.001,0,1,83,0.6924201042,2,40,2,80
40,0.001,1,1,42,1.1357123465,2,80,1,40
40,0.001,2,1,41,1.0783554486,2,80,1,40
40,0.001,3,1,81,0.8261897797,2,40,2,80
40,0.001,4,1,81,0.8772352893,2,40,2,80
40,0.001,5,1,41,0.0779697250,9,0,1,
40,0.001,6,1,41,1.0519243520,2,80,1,40
40,0.001,7,0,,0.0029122629,9,0,1,
40,0.001,8,1,43,1.1111109088,2,80,1,40
40,0.001,9,1,41,1.0385403355,2,80,1,40
40,0.001,10,1,41,0.4416963404,7,0,1,
40,0.001,11,1,83,0.7045477408,2,40,2,80
40,0.001,12,1,43,0.0255868404,9,0,1,
40,0.001,13,1,43,0.0205758404,9,0,1,
40,0.001,14,1,43,1.0833596979,2,80,1,40
40,0.001,15,1,81,0.9414821386,2,40,2,80
40,0.001,16,1,41,1.0698211836,2,80,1,40
40,0.001,17,1,64,0.0105045813,9,0,1,
40,0.001,18,1,41,0.4399483198,7,0,1,
40,0.001,19,1,43,1.0319704760,2,80,1,40
40,0.001,20,1,41,1.0753141337,2,80,1,40
40,0.001,21,1,41,0.0421655014,9,0,1,
40,0.001,22,1,41,0.9273701673,2,80,1,40
40,0.001,23,1,41,0.4632149116,7,0,1,
40,0.001,24,1,43,1.0141737682,2,80,1,40
40,0.001,25,1,43,1.1035875325,2,80,1,40
40,0.001,26,1,43,0.9275242243,2,80,1,40
40,0.001,27,1,41,1.1010606681,2,80,1,40
40,0.001,28,1,41,0.2113100585,9,0,1,
40,0.001,29,1,41,1.0561732343,2,80,1,40
40,0.001,30,1,42,0.0302941679,9,0,1,
40,0.001,31,1,42,1.0290729752,2,80,1,40
40,0.001,32,1,41,0.1567927301,9,0,1,
40,0.001,33,1,41,0.1871762948,9,0,1,
40,0.001,34,1,45,0.0107548574,9,0,1,
40,0.001,35,1,41,1.1174878566,2,80,1,40
40,0.001,36,1,41,0.2271796728,9,0,1,
40,0.001,37,1,41,0.9146658688,2,80,1,40
40,0.001,38,1,41,0.3607002465,8,0,1,
40,0.001,39,1,42,0.0317348421,9,0,1,
40,0.001,40,1,41,1.1752099798,2,80,1,40
40,0.001,41,1,43,0.9411710271,2,80,1,40
40,0.001,42,1,44,0.0107129337,9,0,1,
40,0.001,43,1,82,0.7268692706,2,40,2,80
40,0.001,44,1,41,0.1880736777,9,0,1,
40,0.001,45,1,43,1.0230788524,2,80,1,40
40,0.001,46,1,43,0.9124491198,2,80,1,40
40,0.001,47,1,41,0.2413762045,9,0,1,
40,0.001,48,1,41,1.0468484952,2,80,1,40
40,0.001,49,1,42,1.0940748155,2,80,1,40
40,0.001,50,0,,0.0085445832,9,0,1,
40,0.001,51,1,42,1.0188131615,2,80,1,40
40,0.001,52,1,43,0.8679146098,2,80,1,40
40,0.001,53,1,49,0.0352717354,9,0,1,
40,0.001,54,1,42,0.0275616106,9,0,1,
40,0.001,55,1,43,1.1084702537,2,80,1,40
40,0.001,56,1,43,0.9659543243,2,80,1,40
40,0.001,57,1,41,1.1517639920,2,80,1,40
40,0.001,58,1,41,0.1173252821,9,0,1,
40,0.001,59,1,43,1.1605898794,2,80,1,40
40,0.001,60,1,43,1.0348121951,2,80,1,40
40,0.001,61,0,,0.0082614721,9,0,1,
40,0.001,62,1,41,0.0670411568,9,0,1,
40,0.001,63,1,41,0.0356509001,9,0,1,
40,0.001,64,1,41,0.2262007414,9,0,1,
40,0.001,65,1,41,0.0724337110,9,0,1,
40,0.001,66,1,41,1.0825300189,2,80,1,40
40,0.001,67,1,41,0.2417250119,8,0,1,
40,0.001,68,1,41,1.1054064896,2,80,1,40
40,0.001,69,1,41,0.0589035594,9,0,1,
40,0.001,70,1,41,0.1345442116,9,0,1,
40,0.001,71,1,43,1.0084956981,2,80,1,40
40,0.001,72,1,41,1.2011023311,2,80,1,40
40,0.001,73,1,41,1.1187732051,2,80,1,40
40,0.001,74,1,83,0.6432553688,2,40,2,80
40,0.001,75,1,41,0.2558349917,8,0,1,
40,0.001,76,1,41,0.2647773099,8,0,1,
40,0.001,77,1,42,0.9165240256,2,80,1,40
40,0.001,78,1,45,0.0577158228,9,0,1,
40,0.001,79,1,42,1.0528083867,2,80,1,40
40,0.001,80,1,41,0.1270433127,9,0,1,
40,0.001,81,1,41,1.0405387672,2,80,1,40
40,0.001,82,1,41,1.0816754998,2,80,1,40
40,0.001,83,1,41,0.0756288869,9,0,1,
40,0.001,84,1,41,0.4748733553,6,0,1,
40,0.001,85,1,81,0.8710800116,2,40,2,80
40,0.001,86,1,41,0.0332452503,9,0,1,
40,0.001,87,1,41,0.4409516268,7,0,1,
40,0.001,88,1,43,1.0362478947,2,80,1,40
40,0.001,89,1,81,0.8357032402,2,40,2,80
40,0.001,90,1,49,0.0363980965,9,0,1,
40,0.001,91,1,43,1.0287212284,2,80,1,40
40,0.001,92,1,41,0.5369094666,6,0,1,
40,0.001,93,1,41,1.0246756932,2,80,1,40
40,0.001,94,1,41,0.9470599402,2,80,1,40
40,0.001,95,1,41,0.0654099115,9,0,1,
40,0.001,96,1,43,1.1034685760,2,80,1,40
40,0.001,97,1,41,0.1946154682,9,0,1,
40,0.001,98,1,43,1.0955814045,2,80,1,40
40,0.001,99,1,41,0.0775494453,9,0,1,
60,0.001,0,0,,0.0068137811,9,0,1,
60,0.001,1,1,61,0.9927218796,2,60,1,60
60,0.001,2,1,61,1.0073017619,2,60,1,60
60,0.001,3,0,,0.0030019635,9,0,1,
60,0.001,4,0,,0.0000000000,9,0,1,
60,0.001,5,1,61,0.1318737781,9,0,1,
60,0.001,6,1,61,0.9525745890,2,60,1,60
60,0.001,7,0,,0.0077476073,9,0,1,
60,0.001,8,1,63,0.9733425490,2,60,1,60
60,0.001,9,1,61,0.9731158821,2,60,1,60
60,0.001,10,1,61,0.5848133979,5,0,1,
60,0.001,11,1,63,0.0150271066,9,0,1,
60,0.001,12,1,61,0.0524943321,8,0,1,
60,0.001,13,1,61,0.0462692740,9,0,1,
60,0.001,14,1,63,0.9311346464,2,60,1,60
60,0.001,15,0,,0.0000000000,9,0,1,
60,0.001,16,1,61,0.9804523226,2,60,1,60
60,0.001,17,1,70,0.0275813114,8,0,1,
60,0.001,18,1,61,0.5825476216,5,0,1,
60,0.001,19,1,63,0.8994508561,2,60,1,60
60,0.001,20,1,61,1.0320020924,2,60,1,60
60,0.001,21,1,61,0.0983701984,8,0,1,
60,0.001,22,1,61,0.8902908092,2,60,1,60
60,0.001,23,1,61,0.6313617586,4,0,1,
60,0.001,24,1,63,0.9000910480,2,60,1,60
60,0.001,25,1,63,0.9463275797,2,60,1,60
60,0.001,26,1,63,0.8283407521,2,60,1,60
60,0.001,27,1,61,1.0079924040,2,60,1,60
60,0.001,28,1,61,0.3278952830,8,0,1,
60,0.001,29,1,61,0.9818162142,2,60,1,60
60,0.001,30,1,61,0.0816794723,9,0,1,
60,0.001,31,1,61,0.9300595016,2,60,1,60
60,0.001,32,1,61,0.2586590175,7,0,1,
60,0.001,33,1,61,0.2487280725,8,0,1,
60,0.001,34,1,62,0.0303202039,9,0,1,
60,0.001,35,1,61,1.0607350810,2,60,1,60
60,0.001,36,1,61,0.3500683448,6,0,1,
60,0.001,37,1,61,0.8234952318,2,60,1,60
60,0.001,38,1,61,0.5249205150,4,0,1,
60,0.001,39,1,61,0.0771362363,9,0,1,
60,0.001,40,1,61,1.1353416474,2,60,1,60
60,0.001,41,1,63,0.8149750497,2,60,1,60
60,0.001,42,1,61,0.0400001478,9,0,1,
60,0.001,43,0,,0.0000000000,9,0,1,
60,0.001,44,1,61,0.3193240517,8,0,1,
60,0.001,45,1,63,0.8779862979,2,60,1,60
60,0.001,46,1,63,0.7835839440,2,60,1,60
60,0.001,47,1,61,0.3206921168,8,0,1,
60,0.001,48,1,61,1.0111704535,2,60,1,60
60,0.001,49,1,61,1.0086417553,2,60,1,60
60,0.001,50,1,66,0.0266792351,9,0,1,
60,0.001,51,1,61,0.8937829781,2,60,1,60
60,0.001,52,1,63,0.7521885936,2,60,1,60
60,0.001,53,1,67,0.0599278096,8,0,1,
60,0.001,54,1,61,0.0685342484,9,0,1,
60,0.001,55,1,63,0.9571040279,2,60,1,60
60,0.001,56,1,63,0.8551572337,2,60,1,60
60,0.001,57,1,61,1.0759034968,2,60,1,60
60,0.001,58,1,61,0.2172060101,8,0,1,
60,0.001,59,1,63,1.0126440196,2,60,1,60
60,0.001,60,1,63,0.9019201822,2,60,1,60
60,0.001,61,1,66,0.0190288867,8,0,1,
60,0.001,62,1,61,0.1136029362,8,0,1,
60,0.001,63,1,61,0.0855775257,9,0,1,
60,0.001,64,1,61,0.3035878985,8,0,1,
60,0.001,65,1,61,0.1248130689,9,0,1,
60,0.001,66,1,61,0.9830650671,2,60,1,60
60,0.001,67,1,61,0.3704080669,7,0,1,
60,0.001,68,1,61,1.0315858727,2,60,1,60
60,0.001,69,1,61,0.1008269155,9,0,1,
60,0.001,70,1,61,0.2264912421,9,0,1,
60,0.001,71,1,63,0.8683533773,2,60,1,60
60,0.001,72,1,61,1.1314816410,2,60,1,60
60,0.001,73,1,61,1.0455368967,2,60,1,60
60,0.001,74,0,,0.0000000000,9,0,1,
60,0.001,75,1,61,0.3481644312,5,0,1,
60,0.001,76,1,61,0.3753622453,6,0,1,
60,0.001,77,1,62,0.8113306193,2,60,1,60
60,0.001,78,1,64,0.0866676133,8,0,1,
60,0.001,79,1,62,0.9385282234,2,60,1,60
60,0.001,80,1,61,0.2338337363,8,0,1,
60,0.001,81,1,61,0.9574202715,2,60,1,60
60,0.001,82,1,61,0.9857984563,2,60,1,60
60,0.001,83,1,61,0.1256166213,8,0,1,
60,0.001,84,1,61,0.6428521824,4,0,1,
60,0.001,85,0,,0.0000000000,9,0,1,
60,0.001,86,1,61,0.0872739873,9,0,1,
60,0.001,87,1,61,0.5827096558,5,0,1,
60,0.001,88,1,62,0.9568447121,2,60,1,60
60,0.001,89,0,,0.0000000000,9,0,1,
60,0.001,90,1,67,0.0614758323,8,0,1,
60,0.001,91,1,63,0.8823604198,2,60,1,60
60,0.001,92,1,61,0.7385111458,4,0,1,
60,0.001,93,1,61,0.9583875916,2,60,1,60
60,0.001,94,1,61,0.8597484107,2,60,1,60
60,0.001,95,1,61,0.1101153030,8,0,1,
60,0.001,96,1,63,0.9605801787,2,60,1,60
60,0.001,97,1,61,0.2582285002,8,0,1,
60,0.001,98,1,63,0.9605249104,2,60,1,60
60,0.001,99,1,61,0.1287317139,8,0,1,
1,0.005,0,1,12,0.0577320721,6,5,15,1
1,0.005,1,1,10,1.2892223320,2,114,8,2
1,0.005,2,1,9,1.1090302964,2,95,8,2
1,0.005,3,1,13,1.1723264101,2,112,11,2
1,0.005,4,1,10,1.1210282348,2,114,8,2
1,0.005,5,1,11,0.7453911955,2,36,10,1
1,0.005,6,1,10,1.1612270607,2,114,8,2
1,0.005,7,1,22,1.0941113677,2,104,14,2
1,0.005,8,1,11,0.9968661682,2,66,14,2
1,0.005,9,1,9,1.0914359683,2,115,7,1
1,0.005,10,1,9,1.0686787598,2,93,8,2
1,0.005,11,1,10,0.3262065458,6,19,14,2
1,0.005,12,1,9,1.1368678367,2,95,8,2
1,0.005,13,1,11,1.2030118783,2,113,10,1
1,0.005,14,1,10,1.2307254267,2,114,8,2
1,0.005,15,1,10,0.9870981468,2,114,8,2
1,0.005,16,1,12,1.1537523975,2,113,10,1
1,0.005,17,1,10,0.0724161055,8,3,10,2
1,0.005,18,1,20,1.0179089849,2,43,8,2
1,0.005,19,1,9,1.1580280310,2,115,7,1
1,0.005,20,1,10,1.0989017054,2,114,8,2
1,0.005,21,1,15,1.2294905950,2,111,13,1
1,0.005,22,1,13,0.9468087035,2,112,11,2
1,0.005,23,1,9,1.1169972110,2,92,8,2
1,0.005,24,1,11,1.1289838448,2,114,8,2
1,0.005,25,1,9,1.1882738505,2,92,8,2
1,0.005,26,1,14,0.9805389606,2,95,11,2
1,0.005,27,1,13,1.1366126257,2,97,10,1
1,0.005,28,1,15,1.1499836136,2,111,13,1
1,0.005,29,1,15,1.1166456169,2,111,13,1
1,0.005,30,1,10,0.2483848702,6,4,12,2
1,0.005,31,1,13,1.1306169532,2,112,11,2
1,0.005,32,1,12,1.1249997518,2,113,10,1
1,0.005,33,1,13,1.1656238029,2,113,10,1
1,0.005,34,1,12,1.1390862765,2,113,10,1
1,0.005,35,1,10,1.1670442960,2,114,8,2
1,0.005,36,1,12,1.2402493825,2,113,10,1
1,0.005,37,1,25,0.9636256604,2,101,14,2
1,0.005,38,1,12,1.0487119905,2,93,10,1
1,0.005,39,1,9,1.1578409112,2,115,7,1
1,0.005,40,1,10,1.1995374170,2,114,8,2
1,0.005,41,1,10,0.0703355042,8,6,17,1
1,0.005,42,1,10,1.0123654423,2,114,8,2
1,0.005,43,1,15,1.2291478027,2,111,13,1
1,0.005,44,1,9,1.1986597162,2,115,7,1
1,0.005,45,1,12,1.1663074448,2,113,10,1
1,0.005,46,1,9,1.0444636566,2,115,7,1
1,0.005,47,1,12,1.1476734724,2,113,10,1
1,0.005,48,1,12,1.0690779917,2,113,10,1
1,0.005,49,1,11,1.0895126276,2,90,10,1
1,0.005,50,1,11,1.1076363530,2,114,8,2
1,0.005,51,1,12,1.1538707651,2,113,10,1
1,0.005,52,1,11,0.0282590035,6,6,18,2
1,0.005,53,1,10,1.1694511480,2,114,8,2
1,0.005,54,1,10,0.9938057457,2,115,7,1
1,0.005,55,1,10,1.2606895541,2,115,7,1
1,0.005,56,1,24,0.9027279391,2,72,10,1
1,0.005,57,1,11,1.2101248663,2,113,10,1
1,0.005,58,1,9,0.9106610061,2,50,8,2
1,0.005,59,1,15,1.2918645739,2,111,13,1
1,0.005,60,1,15,1.1484961858,2,111,13,1
1,0.005,61,1,9,1.1741368285,2,115,7,1
1,0.005,62,1,13,1.0340550473,2,112,11,2
1,0.005,63,1,12,0.0878069191,6,4,12,1
1,0.005,64,1,20,0.1726874879,7,3,9,1
1,0.005,65,1,12,1.1215321849,2,113,10,1
1,0.005,66,1,10,1.1958582920,2,115,7,1
1,0.005,67,1,10,1.2814221616,2,114,8,2
1,0.005,68,1,9,1.1687508362,2,115,7,1
1,0.005,69,1,9,0.9387308535,2,69,8,2
1,0.005,70,1,13,1.0355831991,2,113,10,1
1,0.005,71,1,10,0.2729748300,6,3,9,2
1,0.005,72,1,9,1.2627637929,2,115,7,1
1,0.005,73,1,11,1.1761269266,2,113,10,1
1,0.005,74,1,10,0.0248481257,9,7,21,2
1,0.005,75,1,9,0.4406144246,4,3,10,2
1,0.005,76,1,11,1.2241617095,2,99,8,2
1,0.005,77,1,10,1.0308578156,2,114,8,2
1,0.005,78,1,12,0.0830722972,8,4,13,2
1,0.005,79,1,13,1.1589182658,2,112,11,2
1,0.005,80,1,21,1.1561842304,2,102,7,1
1,0.005,81,1,12,1.1292325286,2,113,10,1
1,0.005,82,1,10,1.1723149542,2,114,8,2
1,0.005,83,1,12,0.2985876253,6,4,12,1
1,0.005,84,1,10,1.1739550141,2,115,7,1
1,0.005,85,1,10,1.1799424596,2,114,8,2
1,0.005,86,1,10,1.0206359189,2,114,8,2
1,0.005,87,1,16,0.7746559044,2,52,8,2
1,0.005,88,1,11,0.0665662707,8,4,13,2
1,0.005,89,1,15,1.2079730681,2,94,11,2
1,0.005,90,1,13,1.0621976132,2,95,11,2
1,0.005,91,1,20,0.7992280075,2,42,8,2
1,0.005,92,1,21,1.1264155540,2,103,7,1
1,0.005,93,1,10,1.0818540759,2,114,8,2
1,0.005,94,1,16,1.0331394333,2,110,14,2
1,0.005,95,1,9,1.1131047213,2,115,7,1
1,0.005,96,1,10,0.6603345787,3,4,11,1
1,0.005,97,1,23,1.2068752415,2,101,10,1
1,0.005,98,1,12,0.4275685521,4,23,11,2
1,0.005,99,1,12,0.7548869380,2,41,11,2
3,0.005,0,1,10,1.0540169774,2,93,4,3
3,0.005,1,1,9,1.2919979240,2,114,2,6
3,0.005,2,1,9,1.1436631970,2,114,2,6
3,0.005,3,1,10,1.1790939124,2,114,2,6
3,0.005,4,1,9,1.1234582380,2,114,2,6
3,0.005,5,1,9,0.5519620435,3,21,4,3
3,0.005,6,1,9,1.1638205150,2,114,2,6
3,0.005,7,1,26,1.0801810127,2,99,5,6
3,0.005,8,1,10,1.2465264907,2,114,2,6
3,0.005,9,1,8,1.0946411728,2,117,1,3
3,0.005,10,1,10,1.1251436636,2,114,2,6
3,0.005,11,1,10,1.0048489642,2,78,5,6
3,0.005,12,1,10,1.2003162715,2,114,2,6
3,0.005,13,1,8,1.2106776106,2,117,1,3
3,0.005,14,1,9,1.2330367586,2,114,2,6
3,0.005,15,1,9,0.9872001372,2,114,2,6
3,0.005,16,1,14,1.1490662484,2,111,4,3
3,0.005,17,1,10,1.2148196510,2,114,2,6
3,0.005,18,1,8,1.2346369236,2,114,2,6
3,0.005,19,1,10,1.0002945266,2,78,4,3
3,0.005,20,1,10,1.0991954412,2,114,2,6
3,0.005,21,1,15,1.2307296021,2,111,4,3
3,0.005,22,1,11,0.9502846916,2,114,2,6
3,0.005,23,1,10,1.1821826218,2,114,2,6
3,0.005,24,1,13,1.0155423472,2,81,5,6
3,0.005,25,1,10,1.2577703463,2,114,2,6
